pedestrianID,current_time,current_linkID,current_velocity
ag10393,12:00:00,_y1182,0.0
ag10393,12:00:10,_y1182,1.0107438608614605
ag10393,12:00:20,_y1182,1.012712743371461
ag10393,12:00:30,_y1182,1.0143193544836018
ag10393,12:00:40,_y1182,1.0155428896826142
ag10393,12:00:50,_y1182,1.016478956184701
ag10393,12:01:00,_y1182,1.017209236363998
ag10393,12:01:10,_y1182,1.0177912375736209
ag10393,12:01:20,_y1182,1.0182642892175426
ag10393,12:01:30,_y1182,1.0186555237315662
ag10393,12:01:40,_y1182,1.0189840212541823
ag10393,12:01:50,_y1182,1.0192634897990065
ag10393,12:02:00,_y478,1.007363629103547
ag10393,12:02:10,_y478,0.0
ag10393,12:02:20,_y478,0.0
ag10393,12:02:30,_y478,0.0
ag10393,12:02:40,_y478,0.0
ag10393,12:02:50,_y478,0.0
ag10393,12:03:00,_y478,0.0
ag10393,12:03:10,_y478,0.0
ag10393,12:03:20,_y478,0.0
ag10393,12:03:30,_y478,0.0
ag10393,12:03:40,_y478,0.0
ag10393,12:03:50,_y478,0.0
ag10393,12:04:00,_y478,0.0
ag10393,12:04:10,_y478,0.0
ag10393,12:04:20,_y478,0.0
ag10393,12:04:30,_y478,0.0
ag10393,12:04:40,_y478,0.0
ag10393,12:04:50,_y478,0.0
ag10393,12:05:00,_y478,0.0
ag10393,12:05:10,_y478,0.0
ag10393,12:05:20,_y478,0.0
ag10393,12:05:30,_y478,0.0
ag10393,12:05:40,_y478,0.0
ag10393,12:05:50,_y478,0.0
ag10393,12:06:00,_y478,0.0
ag10393,12:06:10,_y478,0.0
ag10393,12:06:20,_y478,0.0
ag10393,12:06:30,_y478,0.0
ag10393,12:06:40,_y478,0.3353171967306186
ag10393,12:06:50,_y478,0.0
ag10393,12:07:00,_y480,0.0
ag10393,12:07:10,_y480,0.1530794170961403
ag10393,12:07:20,_y480,0.3947326684705194
ag10393,12:07:30,_y480,0.0
ag10393,12:07:40,_y480,1.0062048826718777
ag10393,12:07:50,_y480,0.5460103217800978
ag10393,12:08:00,_y480,0.8562023819227715
ag10393,12:08:10,_y480,1.0062233470943378
ag10393,12:08:20,_y480,1.0049180476506616
ag10393,12:08:30,_y480,0.0
ag10393,12:08:40,_y480,0.0
ag10393,12:08:50,_y480,0.0
ag10393,12:09:00,_y480,1.0171505432223522
ag10393,12:09:10,_y480,1.0173550541167349
ag10393,12:09:20,_y480,1.0175771905735582
ag10393,12:09:30,_y480,1.0178069124713294
ag10393,12:09:40,_y480,1.0180359898928493
ag10393,12:09:50,_y480,1.0182585423660544
ag10393,12:10:00,_y480,1.0184706925847025
ag10393,12:10:10,_y475,1.02265516219594
ag10393,12:10:20,_y475,1.0226551624832094
ag10393,12:10:30,_y475,1.0226551624641873
ag10393,12:10:40,_y475,1.0226551624451758
ag10393,12:10:50,_y476,1.0187403975236944
ag10393,12:11:00,_y476,1.0187834492709025
ag10393,12:11:10,_y476,1.0189605454055215
ag10393,12:11:20,_y476,1.0191235805690884
ag10393,12:11:30,_y476,1.0192730174189877
ag10393,12:11:40,_y476,1.0194095715662133
ag10393,12:11:50,_y476,1.0195340945496003
ag10393,12:12:00,_y471,1.0196474912865112
ag10393,12:12:10,_y471,1.0197506748514604
ag10393,12:12:20,_y471,1.019844531823002
ag10393,12:12:30,_y471,1.019929903370064
ag10393,12:12:40,_y471,1.0200075752256983
ag10393,12:12:50,_y471,1.0200782734953024
ag10393,12:13:00,_y471,1.0201426641853633
ag10393,12:13:10,_y471,1.0202013550123523
ag10393,12:13:20,_y471,1.0202548985256756
ag10393,12:13:30,_y471,1.0203037959077828
ag10393,12:13:40,_y471,1.0203485010403228
ag10393,12:13:50,_y471,1.0203894245783918
ag10393,12:14:00,_y471,1.0204273758537832
ag10393,12:14:10,_y471,1.020461779727506
ag10393,12:14:20,_y471,1.0204934152206675
ag10393,12:14:30,_y471,1.0205225565735077
ag10393,12:14:40,_y471,1.0205494518283689
ag10393,12:14:50,_y471,1.020574325384923
ag10393,12:15:00,_y471,1.0205973802995767
ag10393,12:15:10,_y471,1.0206188003504042
ag10393,12:15:20,_y471,1.0206387518895952
ag10393,12:15:30,_y471,1.0206573855048122
ag10393,12:15:40,_y471,1.0206748375096522
ag10393,12:15:50,_y471,1.020691231281794
ag10393,12:16:00,_y443,1.020706678465701
ag10393,12:16:10,_y443,1.0207212800550065
ag10393,12:16:20,_y443,1.0207351273680416
ag10393,12:16:30,_y443,1.0207483029284268
ag10393,12:16:40,_y440,1.020760881261215
ag10393,12:16:50,_y440,1.0207729296138246
ag10393,12:17:00,_y440,1.020784508609853
ag10393,12:17:10,_y440,1.0207956728428818
ag10393,12:17:20,_y440,1.020806471416499
ag10393,12:17:30,_y440,1.0208169484360168
ag10393,12:17:40,_y440,1.0208271434566898
ag10393,12:17:50,_y440,1.0208370918926797
ag10393,12:18:00,_y1167,1.0225925198393078
