pedestrianID,current_time,current_linkID,current_velocity
ag00602,12:00:00,_y268,0.0
ag00602,12:00:10,_y268,1.0096682307520306
ag00602,12:00:20,_y268,1.0105843665043714
ag00602,12:00:30,_y268,1.011802448277017
ag00602,12:00:40,_y268,1.012988479075054
ag00602,12:00:50,_y268,1.0140301738411086
ag00602,12:01:00,_y268,1.0149136559981815
ag00602,12:01:10,_y268,1.0156566257696416
ag00602,12:01:20,_y268,1.0162828571193112
ag00602,12:01:30,_y268,0.920562484158696
ag00602,12:01:40,_y268,0.0
ag00602,12:01:50,_y268,0.0
ag00602,12:02:00,_y268,0.7711917999604584
ag00602,12:02:10,_y268,0.0
ag00602,12:02:20,_y268,0.0
ag00602,12:02:30,_y268,0.0
ag00602,12:02:40,_y268,0.0
ag00602,12:02:50,_y268,0.0
ag00602,12:03:00,_y268,0.0
ag00602,12:03:10,_y268,0.0
ag00602,12:03:20,_y268,0.0
ag00602,12:03:30,_y268,0.0
ag00602,12:03:40,_y268,0.4613637464759339
ag00602,12:03:50,_y268,0.0
ag00602,12:04:00,_y268,0.0
ag00602,12:04:10,_y268,0.0
ag00602,12:04:20,_y268,0.0
ag00602,12:04:30,_y268,0.0
ag00602,12:04:40,_y268,0.0
ag00602,12:04:50,_y268,0.0
ag00602,12:05:00,_y268,0.0
ag00602,12:05:10,_y268,0.0
ag00602,12:05:20,_y268,0.0
ag00602,12:05:30,_y268,0.0
ag00602,12:05:40,_y268,0.0
ag00602,12:05:50,_y268,0.0
ag00602,12:06:00,_y268,0.0
ag00602,12:06:10,_y268,0.0
ag00602,12:06:20,_y268,0.0
ag00602,12:06:30,_y268,0.0
ag00602,12:06:40,_y268,0.0
ag00602,12:06:50,_y268,0.0
ag00602,12:07:00,_y268,0.0
ag00602,12:07:10,_y268,0.0
ag00602,12:07:20,_y268,0.0
ag00602,12:07:30,_y268,0.0
ag00602,12:07:40,_y268,0.0
ag00602,12:07:50,_y268,0.0
ag00602,12:08:00,_y268,0.0
ag00602,12:08:10,_y268,0.0
ag00602,12:08:20,_y268,0.0
ag00602,12:08:30,_y268,0.0
ag00602,12:08:40,_y268,0.0
ag00602,12:08:50,_y268,0.0
ag00602,12:09:00,_y268,0.0
ag00602,12:09:10,_y268,0.0
ag00602,12:09:20,_y268,0.1839161091814631
ag00602,12:09:30,_y268,0.0
ag00602,12:09:40,_y268,0.0
ag00602,12:09:50,_y268,0.0413059890974411
ag00602,12:10:00,_y268,0.0
ag00602,12:10:10,_y268,0.0
ag00602,12:10:20,_y268,0.0
ag00602,12:10:30,_y268,0.0
ag00602,12:10:40,_y268,0.0
ag00602,12:10:50,_y268,0.0
ag00602,12:11:00,_y268,0.0
ag00602,12:11:10,_y268,0.0
ag00602,12:11:20,_y268,0.0
ag00602,12:11:30,_y268,0.0
ag00602,12:11:40,_y268,0.0
ag00602,12:11:50,_y268,0.0
ag00602,12:12:00,_y268,0.0
ag00602,12:12:10,_y268,0.0
ag00602,12:12:20,_y268,0.0
ag00602,12:12:30,_y268,0.0334853197022034
ag00602,12:12:40,_y268,0.0
ag00602,12:12:50,_y268,0.0
ag00602,12:13:00,_y268,0.2104150016346084
ag00602,12:13:10,_y268,0.6665518083826967
ag00602,12:13:20,_y268,0.7805533013192343
ag00602,12:13:30,_y268,0.9095832238816286
ag00602,12:13:40,_y268,0.0
ag00602,12:13:50,_y268,0.8821997312210773
ag00602,12:14:00,_y268,0.2129223198064156
ag00602,12:14:10,_y268,1.0219039957859235
ag00602,12:14:20,_y268,1.0226511993225351
ag00602,12:14:30,_y268,1.0226529805144815
ag00602,12:14:40,_y268,1.0226529813743834
ag00602,12:14:50,_y268,1.0226529822339667
ag00602,12:15:00,_y268,1.0226529830932318
ag00602,12:15:10,_y268,1.0226529839521792
ag00602,12:15:20,_y268,1.0226529848108086
ag00602,12:15:30,_y268,1.0226529856691204
ag00602,12:15:40,_y268,1.0226529865271146
ag00602,12:15:50,_y268,1.0226529873847918
ag00602,12:16:00,_y268,1.0226529882421518
ag00602,12:16:10,_y268,1.0226529890991949
ag00602,12:16:20,_y268,1.022652989955921
ag00602,12:16:30,_y268,1.0226529908123307
ag00602,12:16:40,_y270,1.022652991668424
ag00602,12:16:50,_y270,1.022652992524201
ag00602,12:17:00,_y302,1.022652993379662
ag00602,12:17:10,_y302,1.022652994234807
ag00602,12:17:20,_y302,1.0226529950896364
ag00602,12:17:30,_y302,1.0226529959441502
ag00602,12:17:40,_y302,1.0226529967983486
ag00602,12:17:50,_y302,1.0226529976522318
ag00602,12:18:00,_y302,1.0226529985058
ag00602,12:18:10,_y302,1.0226529993590532
ag00602,12:18:20,_y302,1.022653000211992
ag00602,12:18:30,_y307,1.022653001064616
ag00602,12:18:40,_y307,1.0226530019169258
ag00602,12:18:50,_y305,1.0226530027689211
ag00602,12:19:00,_y305,1.022653003620603
ag00602,12:19:10,_y333,1.0226530044719708
ag00602,12:19:20,_y333,1.022653005323025
ag00602,12:19:30,_y333,1.0226530061737655
ag00602,12:19:40,_y335,1.0226530070241928
ag00602,12:19:50,_y335,1.022653007874307
ag00602,12:20:00,_y338,1.022653008724108
ag00602,12:20:10,_y338,1.0226530095735966
ag00602,12:20:20,_y338,1.0226530104248843
