pedestrianID,current_time,current_linkID,current_velocity
ag07232,12:00:00,_y477,0.0
ag07232,12:00:10,_y477,1.0107533673780766
ag07232,12:00:20,_y477,1.0127196894579742
ag07232,12:00:30,_y477,1.014324644856522
ag07232,12:00:40,_y477,1.015547125884852
ag07232,12:00:50,_y477,1.0164824877149292
ag07232,12:01:00,_y477,1.0172122714339653
ag07232,12:01:10,_y475,1.022515393596148
ag07232,12:01:20,_y475,1.0225155287464394
ag07232,12:01:30,_y475,1.0225156671491895
ag07232,12:01:40,_y475,1.0225158089745596
ag07232,12:01:50,_y475,0.403643273797564
ag07232,12:02:00,_y475,0.0
ag07232,12:02:10,_y475,0.0
ag07232,12:02:20,_y475,0.0
ag07232,12:02:30,_y475,0.0
ag07232,12:02:40,_y475,0.0
ag07232,12:02:50,_y475,0.0
ag07232,12:03:00,_y475,0.0
ag07232,12:03:10,_y475,0.0
ag07232,12:03:20,_y475,0.0
ag07232,12:03:30,_y475,0.0
ag07232,12:03:40,_y475,0.0
ag07232,12:03:50,_y475,0.0
ag07232,12:04:00,_y475,0.0
ag07232,12:04:10,_y475,0.0
ag07232,12:04:20,_y480,0.0
ag07232,12:04:30,_y480,0.0
ag07232,12:04:40,_y480,0.4398120711150387
ag07232,12:04:50,_y480,0.4073279754173682
ag07232,12:05:00,_y480,0.632951603498626
ag07232,12:05:10,_y480,0.4943717849073729
ag07232,12:05:20,_y480,1.021988596213743
ag07232,12:05:30,_y480,1.02265769054586
ag07232,12:05:40,_y480,1.02265769054586
ag07232,12:05:50,_y480,1.02265769054586
ag07232,12:06:00,_y480,1.02265769054586
ag07232,12:06:10,_y480,1.02265769054586
ag07232,12:06:20,_y480,1.02265769054586
ag07232,12:06:30,_y480,1.02265769054586
ag07232,12:06:40,_y480,1.02265769054586
ag07232,12:06:50,_y480,1.02265769054586
ag07232,12:07:00,-1,0.0
