pedestrianID,current_time,current_linkID,current_velocity
ag06894,12:00:00,_y924,0.0
ag06894,12:00:10,_y924,1.0145346768207877
ag06894,12:00:20,_y924,0.0
ag06894,12:00:30,_y924,0.6875899226708966
ag06894,12:00:40,_y924,0.8280304803087563
ag06894,12:00:50,_y924,1.022649909714087
ag06894,12:01:00,_y925,1.0212703926960331
ag06894,12:01:10,_y925,0.0
ag06894,12:01:20,_y925,0.0
ag06894,12:01:30,_y925,0.0
ag06894,12:01:40,_y925,0.0
ag06894,12:01:50,_y599,0.9964391910313296
ag06894,12:02:00,_y599,1.00514986413083
ag06894,12:02:10,_y599,1.009096857100635
ag06894,12:02:20,_y599,1.0114503615947237
ag06894,12:02:30,_y599,1.0130431374663944
ag06894,12:02:40,_y599,1.0142042998558236
ag06894,12:02:50,_y598,0.0
ag06894,12:03:00,_y598,0.0
ag06894,12:03:10,_y598,0.1566063520921811
ag06894,12:03:20,_y598,0.8987143077331131
ag06894,12:03:30,_y611,0.9545212781783328
ag06894,12:03:40,_y611,0.9539683598271252
ag06894,12:03:50,_y611,0.9493406752510714
ag06894,12:04:00,_y611,0.9419618365687928
ag06894,12:04:10,_y611,0.9383186728753709
ag06894,12:04:20,_y611,0.9381217285031844
ag06894,12:04:30,_y611,0.9402847043356536
ag06894,12:04:40,_y611,0.9434444571856504
ag06894,12:04:50,_y611,0.9467910237557988
ag06894,12:05:00,_y611,0.9500491999768949
ag06894,12:05:10,_y611,0.9531571692321784
ag06894,12:05:20,_y608,0.956105035028103
ag06894,12:05:30,_y608,0.958888646207263
ag06894,12:05:40,_y608,0.9614937095227808
ag06894,12:05:50,_y615,0.9617064740325182
ag06894,12:06:00,_y615,0.9530513151521496
ag06894,12:06:10,_y615,0.0
ag06894,12:06:20,_y616,0.8986690236390711
ag06894,12:06:30,_y616,0.9420581763885894
ag06894,12:06:40,_y616,0.9517115812704824
ag06894,12:06:50,_y621,0.9567866181322991
ag06894,12:07:00,_y621,0.9616750475372772
ag06894,12:07:10,_y621,0.0
ag06894,12:07:20,_y621,0.4223874294330143
ag06894,12:07:30,_y649,0.8108654270960884
ag06894,12:07:40,_y649,0.8281068270664157
ag06894,12:07:50,_y649,0.8515173652578707
ag06894,12:08:00,_y649,0.8715505958792568
ag06894,12:08:10,_y649,0.8879779736795376
ag06894,12:08:20,_y649,0.9014900704436516
ag06894,12:08:30,_y649,0.912722102589735
ag06894,12:08:40,_y649,0.9221674127557118
ag06894,12:08:50,_y649,0.9301406801420274
ag06894,12:09:00,_y649,0.0
ag06894,12:09:10,_y649,0.0
ag06894,12:09:20,_y649,0.0
ag06894,12:09:30,_y649,0.0
ag06894,12:09:40,_y649,0.0
ag06894,12:09:50,_y649,0.0
ag06894,12:10:00,_y649,0.0
ag06894,12:10:10,_y649,0.0
ag06894,12:10:20,_y649,0.0
ag06894,12:10:30,_y649,0.6954539789626824
ag06894,12:10:40,_y649,0.0
ag06894,12:10:50,_y649,0.0
ag06894,12:11:00,_y649,0.0
ag06894,12:11:10,_y649,0.0
ag06894,12:11:20,_y649,0.0
ag06894,12:11:30,_y649,0.0
ag06894,12:11:40,_y649,0.0
ag06894,12:11:50,_y649,0.0
ag06894,12:12:00,_y649,0.0
ag06894,12:12:10,_y643,0.5815059160387743
ag06894,12:12:20,_y643,0.0
ag06894,12:12:30,_y643,0.6288534903443689
ag06894,12:12:40,_y643,0.0
ag06894,12:12:50,_y643,0.0
ag06894,12:13:00,_y643,0.0
ag06894,12:13:10,_y646,0.7837268276615054
ag06894,12:13:20,_y646,0.7935741264922591
ag06894,12:13:30,_y646,0.7978110576316002
ag06894,12:13:40,_y646,0.799092950138443
ag06894,12:13:50,_y646,0.8011623965750845
