pedestrianID,current_time,current_linkID,current_velocity
ag00200,12:00:00,_y590,0.9837966983051172
ag00200,12:00:10,_y590,1.0226576905458598
ag00200,12:00:20,_y590,1.02265769054586
ag00200,12:00:30,_y589,1.02265769054586
ag00200,12:00:40,_y589,1.02265769054586
ag00200,12:00:50,_y592,0.0
ag00200,12:01:00,_y592,0.7844631379782694
ag00200,12:01:10,_y592,0.0
ag00200,12:01:20,_y592,0.4025915781653167
ag00200,12:01:30,_y592,1.0225481768902227
ag00200,12:01:40,_y592,1.0225519099626363
ag00200,12:01:50,_y592,1.0225522189986245
ag00200,12:02:00,_y592,1.0225525261155928
ag00200,12:02:10,_y592,1.022552831331394
ag00200,12:02:20,_y592,1.022553134663637
ag00200,12:02:30,_y619,0.9067172512348723
ag00200,12:02:40,_y619,0.9633481356575128
ag00200,12:02:50,_y619,0.9801253393075916
ag00200,12:03:00,_y619,0.9854529090646548
ag00200,12:03:10,_y619,0.9866369271994468
ag00200,12:03:20,_y664,0.9870654406246284
ag00200,12:03:30,_y664,0.9877859384297196
ag00200,12:03:40,_y664,0.9887217274792988
ag00200,12:03:50,_y664,0.9896954223723252
ag00200,12:04:00,_y664,0.9906644589963496
ag00200,12:04:10,_y660,0.9163234355016724
ag00200,12:04:20,_y660,0.0
ag00200,12:04:30,_y662,0.9433358148488522
ag00200,12:04:40,_y662,0.92684082751605
ag00200,12:04:50,_y662,0.9181992976113508
ag00200,12:05:00,_y662,0.9257791513681012
ag00200,12:05:10,_y662,0.935098123602609
ag00200,12:05:20,_y662,0.9405254826464352
