pedestrianID,current_time,current_linkID,current_velocity
ag02657,12:00:00,_y675,0.0
ag02657,12:00:10,_y675,0.0
ag02657,12:00:20,_y675,1.009462021538359
ag02657,12:00:30,_y675,1.0094772351039225
ag02657,12:00:40,_y675,1.0095436653314251
ag02657,12:00:50,_y675,1.0097043414322868
ag02657,12:01:00,_y575,1.0099803432168637
ag02657,12:01:10,_y575,1.0103627646127291
ag02657,12:01:20,_y575,0.0351113571974505
ag02657,12:01:30,_y575,0.0
ag02657,12:01:40,_y578,0.888782242973435
ag02657,12:01:50,_y578,0.9472045068834932
ag02657,12:02:00,_y578,0.942113651397299
ag02657,12:02:10,_y578,0.9396238325516876
ag02657,12:02:20,_y578,0.0
