pedestrianID,current_time,current_linkID,current_velocity
ag07103,12:00:00,_y310,0.0
ag07103,12:00:10,_y310,0.0
ag07103,12:00:20,_y310,1.0094583253098584
ag07103,12:00:30,_y310,1.0095262897822197
ag07103,12:00:40,_y310,1.0097232217651435
ag07103,12:00:50,_y310,1.010076969548107
ag07103,12:01:00,_y310,1.0105628994057578
ag07103,12:01:10,_y310,1.0111315733042738
ag07103,12:01:20,_y392,1.0117355749230343
ag07103,12:01:30,_y392,1.012338287253704
ag07103,12:01:40,_y392,1.0129189097726838
ag07103,12:01:50,_y392,1.01346571548178
ag07103,12:02:00,_y392,1.013973739501434
ag07103,12:02:10,_y392,1.0144420775067815
ag07103,12:02:20,_y392,1.014872073915776
ag07103,12:02:30,_y392,1.01526619764201
ag07103,12:02:40,_y392,1.0156273797626176
ag07103,12:02:50,_y392,1.0151357893923345
ag07103,12:03:00,_y392,0.0716303942006495
ag07103,12:03:10,_y392,0.5517292564430265
ag07103,12:03:20,_y392,0.0
ag07103,12:03:30,_y321,0.8996017872600723
ag07103,12:03:40,_y321,0.9301787270550173
ag07103,12:03:50,_y321,0.0
ag07103,12:04:00,_y321,0.869733947532977
ag07103,12:04:10,_y321,0.9198853575283849
ag07103,12:04:20,_y321,0.0
