pedestrianID,current_time,current_linkID,current_velocity
ag03542,12:00:00,_y703,0.0
ag03542,12:00:10,_y703,0.9683979565236812
ag03542,12:00:20,_y703,1.0095184130279689
ag03542,12:00:30,_y703,1.0097562599642251
ag03542,12:00:40,_y703,1.010219689718952
ag03542,12:00:50,_y703,1.0108501251597146
ag03542,12:01:00,_y655,1.0115609148562452
ag03542,12:01:10,_y655,1.0122821887722888
ag03542,12:01:20,_y657,1.012974395469422
ag03542,12:01:30,_y657,1.0136177707120078
ag03542,12:01:40,_y657,1.014205478506572
ag03542,12:01:50,_y657,1.0147376367906225
