pedestrianID,current_time,current_linkID,current_velocity
ag05339,12:00:00,_y927,0.0
ag05339,12:00:10,_y927,0.0
ag05339,12:00:20,_y927,1.00946098332614
ag05339,12:00:30,_y927,1.0094638661202655
ag05339,12:00:40,_y927,1.009482279158512
ag05339,12:00:50,_y927,1.009542772241015
ag05339,12:01:00,_y927,1.0096745313721396
ag05339,12:01:10,_y927,1.0098946133605096
ag05339,12:01:20,_y927,1.0102016364105322
ag05339,12:01:30,_y927,1.0105797196539177
ag05339,12:01:40,_y927,1.0110066143549523
ag05339,12:01:50,_y927,1.011459961445522
ag05339,12:02:00,_y927,0.0
ag05339,12:02:10,_y927,0.7943038752309992
ag05339,12:02:20,_y927,0.0
ag05339,12:02:30,_y927,0.0
ag05339,12:02:40,_y925,0.0
ag05339,12:02:50,_y925,0.0
ag05339,12:03:00,_y925,0.9656596707539182
ag05339,12:03:10,_y599,0.96048877563336
ag05339,12:03:20,_y599,0.9507358433024146
ag05339,12:03:30,_y599,0.9435288913703264
ag05339,12:03:40,_y599,0.945464660257534
ag05339,12:03:50,_y599,0.0
ag05339,12:04:00,_y599,0.9101078510695714
ag05339,12:04:10,_y599,0.9082680091805656
ag05339,12:04:20,_y599,0.0
ag05339,12:04:30,_y599,0.0
ag05339,12:04:40,_y599,0.9178075992512492
ag05339,12:04:50,_y599,0.0
ag05339,12:05:00,_y599,0.0
ag05339,12:05:10,_y599,0.0
ag05339,12:05:20,_y599,0.0
ag05339,12:05:30,_y598,0.0
ag05339,12:05:40,_y598,0.0
ag05339,12:05:50,_y598,0.0
ag05339,12:06:00,_y598,0.2002260383998328
ag05339,12:06:10,_y611,0.9471161947558197
ag05339,12:06:20,_y611,0.9410791762057088
ag05339,12:06:30,_y611,0.9422963293092887
ag05339,12:06:40,_y611,0.9395751435935714
ag05339,12:06:50,_y611,0.9339670347374024
ag05339,12:07:00,_y611,0.9327617078040332
ag05339,12:07:10,_y611,0.9347600449298944
ag05339,12:07:20,_y611,0.9371654206630848
ag05339,12:07:30,_y611,0.0
ag05339,12:07:40,_y611,0.8000237492329003
ag05339,12:07:50,_y611,0.938513240528592
ag05339,12:08:00,_y611,0.927289458620075
ag05339,12:08:10,_y609,0.9231877043762772
ag05339,12:08:20,_y609,0.9223576688010592
ag05339,12:08:30,_y609,0.0
ag05339,12:08:40,_y609,0.0
ag05339,12:08:50,_y609,0.0
ag05339,12:09:00,_y609,0.0
ag05339,12:09:10,_y609,0.0
ag05339,12:09:20,_y616,0.0
ag05339,12:09:30,_y616,0.0
ag05339,12:09:40,_y616,0.0
ag05339,12:09:50,_y616,0.0
ag05339,12:10:00,_y616,0.8799840832998421
ag05339,12:10:10,_y616,0.0
ag05339,12:10:20,_y616,0.0
ag05339,12:10:30,_y616,0.3753271193263637
ag05339,12:10:40,_y621,0.8744109365548072
ag05339,12:10:50,_y621,0.7911483046992416
ag05339,12:11:00,_y621,0.0
ag05339,12:11:10,_y621,0.0
ag05339,12:11:20,_y621,0.0
ag05339,12:11:30,_y621,0.0
ag05339,12:11:40,_y621,0.0
