pedestrianID,current_time,current_linkID,current_velocity
ag07394,12:00:00,_y288,0.0
ag07394,12:00:10,_y288,1.009733762689583
ag07394,12:00:20,_y288,1.010051176084421
ag07394,12:00:30,_y288,1.0106439890193326
ag07394,12:00:40,_y288,1.0114507937448525
ag07394,12:00:50,_y288,1.0123180339907445
ag07394,12:01:00,_y288,1.013154965024323
ag07394,12:01:10,_y288,1.0139212166272902
ag07394,12:01:20,_y288,1.0146055767868976
ag07394,12:01:30,_y288,1.0152103906985934
ag07394,12:01:40,_y288,1.015743266221638
ag07394,12:01:50,_y289,1.020665811123419
ag07394,12:02:00,_y289,1.0206778983294635
ag07394,12:02:10,_y289,1.0206886004332316
ag07394,12:02:20,_y289,1.0206973417069636
ag07394,12:02:30,_y289,1.0207035079193565
ag07394,12:02:40,_y289,1.020706433306228
ag07394,12:02:50,_y289,1.0207053881177788
ag07394,12:03:00,_y289,1.0206995789834958
ag07394,12:03:10,_y289,0.0
ag07394,12:03:20,_y289,0.6404846670269612
ag07394,12:03:30,_y289,0.7885795093395662
ag07394,12:03:40,_y289,0.4632313399452344
ag07394,12:03:50,_y289,0.0
ag07394,12:04:00,_y289,0.5339443837829814
ag07394,12:04:10,_y273,0.9229846564643386
ag07394,12:04:20,_y273,0.0
ag07394,12:04:30,_y273,0.0
ag07394,12:04:40,_y273,0.0
ag07394,12:04:50,_y273,0.0
ag07394,12:05:00,_y273,0.703858109326552
ag07394,12:05:10,_y275,0.815833638559218
ag07394,12:05:20,_y275,0.846587964969145
ag07394,12:05:30,_y275,0.8721859172333724
ag07394,12:05:40,_y275,0.8924179946559043
ag07394,12:05:50,_y275,0.9085023535920108
ag07394,12:06:00,_y275,0.9214062923856746
ag07394,12:06:10,_y275,0.9318889178816516
ag07394,12:06:20,_y275,0.9405225258575364
ag07394,12:06:30,_y275,0.9477298764972516
ag07394,12:06:40,_y275,0.953822553315406
ag07394,12:06:50,_y275,0.9590319077566972
ag07394,12:07:00,_y275,0.9635317522120784
ag07394,12:07:10,_y275,0.967454426302618
ag07394,12:07:20,_y275,0.9709020704062554
ag07394,12:07:30,_y275,0.9739545466761016
ag07394,12:07:40,_y275,0.9766749021655258
ag07394,12:07:50,_y275,0.9791132626887
ag07394,12:08:00,_y275,0.9812957414397776
ag07394,12:08:10,_y275,0.71497983852644
ag07394,12:08:20,_y278,0.784924571289496
ag07394,12:08:30,_y278,0.8116826439586103
ag07394,12:08:40,_y278,0.8342268214272069
ag07394,12:08:50,_y296,1.018988793064403
ag07394,12:09:00,_y296,1.0190028973597176
ag07394,12:09:10,_y296,1.0190177505033766
ag07394,12:09:20,_y296,1.0190330820225442
ag07394,12:09:30,_y296,1.0190486600370643
ag07394,12:09:40,_y296,1.0190642877079643
ag07394,12:09:50,_y296,1.019079799400309
ag07394,12:10:00,_y296,1.019095057117886
ag07394,12:10:10,_y296,1.0191098731228736
ag07394,12:10:20,_y296,0.7995266003871662
ag07394,12:10:30,_y296,0.0
ag07394,12:10:40,_y296,0.2392552879829746
ag07394,12:10:50,_y296,0.0
ag07394,12:11:00,_y296,0.0
ag07394,12:11:10,_y302,0.9441842864055268
ag07394,12:11:20,_y302,0.9187868425729424
ag07394,12:11:30,_y302,0.3771934100206155
ag07394,12:11:40,_y302,0.9361754363165012
ag07394,12:11:50,_y302,0.930968943073904
ag07394,12:12:00,_y302,0.0
ag07394,12:12:10,_y302,0.8884523815577745
ag07394,12:12:20,_y302,0.9211934395083308
ag07394,12:12:30,_y302,0.9059638180113594
ag07394,12:12:40,_y302,0.8460552900432381
ag07394,12:12:50,_y302,0.8467581391729975
