pedestrianID,current_time,current_linkID,current_velocity
ag03137,12:00:00,_y406,0.0
ag03137,12:00:10,_y406,0.0
ag03137,12:00:20,_y406,0.0
ag03137,12:00:30,_y406,0.0
ag03137,12:00:40,_y406,0.9455391893542484
ag03137,12:00:50,_y406,0.9300897424211478
ag03137,12:01:00,_y406,0.6197434873534299
ag03137,12:01:10,_y410,0.9257010753371931
ag03137,12:01:20,_y410,0.9253261211553186
ag03137,12:01:30,_y410,0.9276542225149568
ag03137,12:01:40,_y410,0.9331082240094498
ag03137,12:01:50,_y410,0.9399219353536232
ag03137,12:02:00,_y410,0.0
