pedestrianID,current_time,current_linkID,current_velocity
ag05510,12:00:00,_y509,0.0
ag05510,12:00:10,_y509,1.0145292235123755
ag05510,12:00:20,_y509,0.0
ag05510,12:00:30,_y509,0.7744712773653419
ag05510,12:00:40,_y509,0.0
ag05510,12:00:50,_y509,1.0080742192358954
ag05510,12:01:00,_y509,1.0225949211392689
ag05510,12:01:10,_y505,1.0186826632067898
ag05510,12:01:20,_y505,0.967063293738873
ag05510,12:01:30,_y505,0.946301242015692
ag05510,12:01:40,_y506,0.9555924266477668
ag05510,12:01:50,_y506,0.9637312747914942
ag05510,12:02:00,_y506,0.970130235918943
ag05510,12:02:10,_y506,0.97524471694193
ag05510,12:02:20,_y506,0.9794163856061862
ag05510,12:02:30,_y506,0.9828435174540704
