pedestrianID,current_time,current_linkID,current_velocity
ag03495,12:00:00,_y406,0.0
ag03495,12:00:10,_y406,0.0
ag03495,12:00:20,_y406,0.0
ag03495,12:00:30,_y406,0.0
ag03495,12:00:40,_y406,0.0
ag03495,12:00:50,_y406,0.0
ag03495,12:01:00,_y406,0.9215542365080992
ag03495,12:01:10,_y406,0.539122956695143
ag03495,12:01:20,_y410,0.9262067426869082
ag03495,12:01:30,_y410,0.9258378965177826
ag03495,12:01:40,_y410,0.9260190192005664
ag03495,12:01:50,_y410,0.9288536070448188
ag03495,12:02:00,_y410,0.933751894886131
ag03495,12:02:10,_y410,0.9377721059803774
