Iteration,time
1,1864.2
2,1857.0
3,1857.0
4,1842.8
5,1814.2
6,1811.8
7,1811.8
8,1811.8
9,1811.8
10,1810.4
11,1810.4
12,1810.4
13,1794.8
14,1794.8
15,1794.8
16,1794.8
17,1794.8
18,1794.8
19,1794.8
20,1794.8
21,1794.8
22,1794.8
23,1794.8
24,1794.8
25,1794.8
26,1794.8
27,1790.2
28,1790.2
29,1790.2
30,1790.2
31,1790.2
32,1787.0
33,1781.4
34,1781.4
35,1781.4
36,1781.4
37,1772.0
38,1772.0
39,1772.0
40,1771.4
41,1771.4
42,1771.4
43,1771.4
44,1771.4
45,1771.4
46,1771.4
47,1767.6
48,1767.6
49,1767.6
50,1767.6
51,1767.6
52,1767.6
53,1767.6
54,1767.6
55,1767.6
56,1767.6
57,1767.6
58,1767.6
59,1767.6
60,1767.6
61,1767.6
62,1767.6
63,1767.6
64,1767.6
65,1767.6
66,1767.6
67,1767.6
68,1767.6
69,1767.6
70,1767.6
71,1767.6
72,1767.6
73,1767.6
74,1767.6
75,1767.6
76,1767.6
77,1767.6
78,1767.6
79,1767.6
80,1767.6
81,1767.6
82,1767.6
83,1767.6
84,1767.6
85,1767.6
86,1767.6
87,1767.6
88,1767.6
89,1767.6
90,1767.6
91,1767.6
92,1767.6
93,1767.6
94,1767.6
95,1767.6
96,1767.6
97,1767.6
98,1767.6
99,1767.6
100,1767.6
101,1767.6
102,1767.6
103,1767.6
104,1767.6
105,1767.6
106,1767.6
107,1767.6
108,1767.6
109,1767.6
110,1767.6
111,1767.6
112,1767.6
113,1767.6
114,1767.6
115,1767.6
116,1767.6
117,1767.6
118,1767.6
119,1767.6
120,1767.6
121,1767.6
122,1767.6
123,1767.6
124,1767.6
125,1767.6
126,1767.6
127,1767.6
128,1767.6
129,1767.6
130,1767.6
131,1767.6
132,1767.6
133,1767.6
134,1767.6
135,1767.6
136,1767.6
137,1767.6
138,1767.6
139,1767.6
140,1767.6
141,1767.6
142,1767.6
143,1767.6
144,1767.6
145,1767.6
146,1767.6
147,1767.6
148,1767.6
149,1767.6
150,1767.6
151,1767.6
152,1767.6
153,1767.6
154,1767.6
155,1767.6
156,1767.6
157,1767.6
158,1767.6
159,1767.6
160,1767.6
161,1767.6
162,1767.6
163,1767.6
164,1767.6
165,1767.6
166,1767.6
167,1767.6
168,1767.6
169,1767.6
170,1767.6
171,1767.6
172,1767.6
173,1767.6
174,1767.6
175,1767.6
176,1767.6
177,1767.6
178,1767.6
179,1767.6
180,1767.6
181,1767.6
182,1767.6
183,1767.6
184,1767.6
185,1767.6
186,1767.6
187,1767.6
188,1767.6
189,1767.6
190,1767.6
