Iteration,random-search_1287_+5_ave3
1,2132.6666666666665
2,1860.0
3,1858.0
4,1858.0
5,1852.6666666666667
6,1852.6666666666667
7,1844.0
8,1834.0
9,1834.0
10,1828.6666666666667
11,1828.0
12,1828.0
13,1828.0
14,1814.3333333333333
15,1814.3333333333333
16,1814.3333333333333
17,1814.3333333333333
18,1814.3333333333333
19,1814.3333333333333
20,1806.3333333333333
21,1806.3333333333333
22,1806.3333333333333
23,1802.0
24,1802.0
25,1802.0
26,1802.0
27,1802.0
28,1802.0
29,1791.6666666666667
30,1791.6666666666667
31,1791.6666666666667
32,1791.6666666666667
33,1791.6666666666667
34,1791.6666666666667
35,1791.6666666666667
36,1791.6666666666667
37,1781.0
38,1781.0
39,1781.0
40,1781.0
41,1781.0
42,1781.0
43,1781.0
44,1781.0
45,1781.0
46,1781.0
47,1781.0
48,1781.0
49,1781.0
50,1781.0
51,1781.0
52,1781.0
53,1781.0
54,1781.0
55,1781.0
56,1781.0
57,1781.0
58,1781.0
59,1781.0
60,1781.0
61,1781.0
62,1781.0
63,1781.0
64,1776.0
65,1776.0
66,1773.0
67,1773.0
68,1773.0
69,1773.0
70,1773.0
71,1773.0
72,1773.0
73,1773.0
74,1773.0
75,1773.0
76,1773.0
77,1773.0
78,1773.0
79,1773.0
80,1773.0
81,1773.0
82,1773.0
83,1773.0
84,1773.0
85,1773.0
86,1773.0
87,1773.0
88,1773.0
89,1773.0
90,1773.0
91,1773.0
92,1772.3333333333333
93,1772.3333333333333
94,1772.3333333333333
95,1772.3333333333333
96,1772.3333333333333
97,1772.3333333333333
98,1772.3333333333333
99,1772.3333333333333
100,1772.3333333333333
101,1772.3333333333333
102,1772.3333333333333
103,1772.3333333333333
104,1772.3333333333333
105,1772.3333333333333
106,1772.3333333333333
107,1772.3333333333333
108,1770.3333333333333
109,1770.3333333333333
110,1770.3333333333333
111,1770.3333333333333
112,1770.3333333333333
113,1770.3333333333333
114,1769.0
115,1769.0
116,1769.0
117,1769.0
118,1769.0
119,1769.0
120,1769.0
121,1769.0
122,1769.0
123,1769.0
124,1769.0
125,1769.0
126,1769.0
127,1769.0
128,1769.0
129,1769.0
130,1769.0
131,1769.0
132,1769.0
133,1769.0
134,1769.0
135,1769.0
136,1769.0
137,1769.0
138,1769.0
