Iteration,random-search_544_+5_ave3
1,1818.0
2,1818.0
3,1818.0
4,1803.3333333333333
5,1803.3333333333333
6,1803.3333333333333
7,1788.0
8,1788.0
9,1788.0
10,1788.0
11,1788.0
12,1788.0
13,1788.0
14,1788.0
15,1788.0
16,1788.0
17,1788.0
18,1788.0
19,1788.0
20,1771.0
21,1771.0
22,1771.0
23,1771.0
24,1771.0
25,1771.0
26,1771.0
27,1771.0
28,1771.0
29,1771.0
30,1771.0
31,1771.0
32,1771.0
33,1771.0
34,1771.0
35,1771.0
36,1771.0
37,1771.0
38,1771.0
39,1771.0
40,1771.0
41,1771.0
42,1771.0
43,1771.0
44,1771.0
45,1771.0
46,1771.0
47,1771.0
48,1771.0
49,1771.0
50,1771.0
51,1771.0
52,1771.0
53,1771.0
54,1771.0
55,1771.0
56,1771.0
57,1770.6666666666667
58,1770.6666666666667
59,1769.3333333333333
60,1769.3333333333333
61,1769.3333333333333
62,1769.3333333333333
63,1769.3333333333333
64,1769.3333333333333
65,1769.3333333333333
66,1769.3333333333333
67,1769.3333333333333
68,1769.3333333333333
69,1769.3333333333333
70,1769.3333333333333
71,1769.3333333333333
72,1769.3333333333333
73,1769.3333333333333
74,1769.3333333333333
75,1769.3333333333333
76,1769.3333333333333
77,1769.3333333333333
78,1769.3333333333333
79,1769.3333333333333
80,1769.3333333333333
81,1769.3333333333333
82,1769.3333333333333
83,1769.3333333333333
84,1769.3333333333333
85,1769.3333333333333
86,1769.3333333333333
87,1769.3333333333333
88,1769.3333333333333
89,1769.3333333333333
90,1769.3333333333333
91,1769.3333333333333
92,1769.3333333333333
93,1769.3333333333333
94,1769.3333333333333
95,1769.3333333333333
96,1769.3333333333333
97,1769.3333333333333
98,1769.3333333333333
99,1769.3333333333333
100,1769.3333333333333
101,1769.3333333333333
102,1769.3333333333333
103,1769.3333333333333
104,1769.3333333333333
105,1769.3333333333333
106,1769.3333333333333
107,1769.3333333333333
108,1769.3333333333333
109,1769.3333333333333
110,1769.3333333333333
111,1769.3333333333333
112,1769.3333333333333
113,1769.3333333333333
114,1769.3333333333333
115,1769.3333333333333
116,1769.3333333333333
117,1769.3333333333333
118,1769.3333333333333
119,1769.3333333333333
120,1769.3333333333333
121,1769.3333333333333
122,1769.3333333333333
123,1769.3333333333333
124,1769.3333333333333
125,1769.3333333333333
126,1769.3333333333333
127,1769.3333333333333
128,1769.3333333333333
129,1769.3333333333333
130,1769.3333333333333
131,1769.3333333333333
132,1769.3333333333333
133,1769.3333333333333
134,1769.3333333333333
135,1769.3333333333333
136,1769.3333333333333
137,1769.3333333333333
138,1769.3333333333333
139,1769.3333333333333
140,1769.3333333333333
141,1769.3333333333333
142,1769.3333333333333
143,1769.3333333333333
144,1769.3333333333333
145,1769.3333333333333
146,1769.3333333333333
147,1769.3333333333333
148,1769.3333333333333
