Iteration,random-search_1287_+3_ave3
1,1857.6666666666667
2,1843.0
3,1821.3333333333333
4,1821.3333333333333
5,1821.3333333333333
6,1817.0
7,1780.3333333333333
8,1780.3333333333333
9,1780.3333333333333
10,1780.3333333333333
11,1780.3333333333333
12,1780.3333333333333
13,1780.3333333333333
14,1780.3333333333333
15,1780.3333333333333
16,1780.3333333333333
17,1777.3333333333333
18,1777.3333333333333
19,1777.3333333333333
20,1777.3333333333333
21,1777.3333333333333
22,1777.3333333333333
23,1775.3333333333333
24,1775.3333333333333
25,1771.6666666666667
26,1771.6666666666667
27,1771.6666666666667
28,1771.6666666666667
29,1771.6666666666667
30,1771.6666666666667
31,1771.6666666666667
32,1771.6666666666667
33,1771.6666666666667
34,1771.6666666666667
35,1771.6666666666667
36,1771.6666666666667
37,1771.6666666666667
38,1770.3333333333333
39,1770.3333333333333
40,1770.3333333333333
41,1770.3333333333333
42,1770.3333333333333
43,1770.3333333333333
44,1770.3333333333333
45,1770.3333333333333
46,1770.3333333333333
47,1770.3333333333333
48,1770.3333333333333
49,1770.3333333333333
50,1770.3333333333333
51,1770.3333333333333
52,1770.3333333333333
53,1770.3333333333333
54,1770.3333333333333
55,1770.3333333333333
56,1770.3333333333333
57,1770.3333333333333
58,1770.3333333333333
59,1770.3333333333333
60,1770.3333333333333
61,1770.3333333333333
62,1770.3333333333333
63,1770.3333333333333
64,1770.3333333333333
65,1770.3333333333333
66,1770.3333333333333
67,1770.3333333333333
68,1770.3333333333333
69,1770.3333333333333
70,1770.3333333333333
71,1770.3333333333333
72,1770.3333333333333
73,1770.3333333333333
74,1770.3333333333333
75,1770.3333333333333
76,1770.3333333333333
77,1768.6666666666667
78,1768.6666666666667
79,1768.6666666666667
80,1768.6666666666667
81,1768.6666666666667
82,1768.6666666666667
83,1768.6666666666667
84,1768.6666666666667
85,1768.6666666666667
86,1768.6666666666667
87,1768.6666666666667
88,1768.6666666666667
89,1768.6666666666667
90,1768.6666666666667
91,1768.6666666666667
92,1768.6666666666667
93,1768.6666666666667
94,1768.6666666666667
95,1768.6666666666667
96,1768.6666666666667
97,1768.6666666666667
98,1768.6666666666667
99,1768.6666666666667
100,1768.6666666666667
101,1768.6666666666667
102,1768.6666666666667
103,1768.6666666666667
104,1768.6666666666667
105,1768.6666666666667
106,1768.6666666666667
107,1768.6666666666667
108,1768.6666666666667
109,1768.6666666666667
110,1768.6666666666667
111,1768.6666666666667
112,1768.6666666666667
113,1768.6666666666667
114,1768.6666666666667
115,1768.6666666666667
116,1768.6666666666667
117,1768.6666666666667
118,1768.6666666666667
119,1768.6666666666667
120,1768.6666666666667
121,1768.6666666666667
122,1768.6666666666667
123,1768.6666666666667
124,1768.6666666666667
125,1768.6666666666667
126,1768.6666666666667
127,1768.6666666666667
128,1768.6666666666667
129,1768.6666666666667
130,1768.6666666666667
131,1768.6666666666667
132,1768.6666666666667
133,1768.6666666666667
134,1768.6666666666667
135,1768.6666666666667
136,1768.6666666666667
137,1768.6666666666667
