current_time,current_linkID,current_velocity
12:00:00,_p00564,0.0
12:00:00,_p02306,0.0
12:00:00,_p01868,0.0
12:00:00,_p00090,0.0
12:00:00,_p00035,0.0
12:00:00,_p02306,0.0
12:00:00,_p00090,0.0
12:00:00,_p00365,0.0
12:00:00,_p00820,0.0
12:00:00,_p01479,0.0
12:00:00,_p00485,0.0
12:00:00,_p01479,0.0
12:00:00,_p01829,0.0
12:00:00,_p01046,0.9837966983051173
12:00:00,_p00095,0.0
12:00:00,_p00546,0.0
12:00:00,_p00220,0.9837966983051173
12:00:00,_p01915,0.0
12:00:00,_p01888,0.0
12:00:00,_p00285,0.0
12:00:00,_p00130,0.0
12:00:00,_p01919,0.0
12:00:00,_p01545,0.9837966983051173
12:00:00,_p01963,0.0
12:00:00,_p00598,0.0
12:00:00,_p00736,0.0
12:00:00,_p00543,0.0
12:00:00,_p00341,0.0
12:00:00,_p00214,0.0
12:00:00,_p00815,0.0
12:00:00,_p01957,0.0
12:00:00,_p01012,0.0
12:00:00,_p01510,0.0
12:00:00,_p01868,0.0
12:00:00,_p01552,0.0
12:00:00,_p07432,0.9837966983051173
12:00:00,_p00670,0.0
12:00:00,_p00747,0.0
12:00:00,_p00967,0.0
12:00:00,_p01946,0.0
12:00:00,_p01560,0.0
12:00:00,_p01905,0.0
12:00:00,_p00349,0.0
12:00:00,_p00967,0.0
12:00:00,_p01321,0.0
12:00:00,_p01786,0.0
12:00:00,_p01888,0.0
12:00:00,_p00538,0.0
12:00:00,_p00130,0.0
12:00:00,_p00543,0.0
12:00:00,_p00727,0.0
12:00:00,_p01381,0.0
12:00:00,_p00771,0.0
12:00:00,_p00668,0.0
12:00:00,_p02202,0.9837966983051173
12:00:00,_p01510,0.0
12:00:00,_p01358,0.0
12:00:00,_p01339,0.0
12:00:00,_p01947,0.0
12:00:00,_p00668,0.0
12:00:00,_p01664,0.0
12:00:00,_p01664,0.0
12:00:00,_p01392,0.0
12:00:00,_p00881,0.0
12:00:00,_p11666,0.9837966983051173
12:00:00,_p08113,0.0
12:00:00,_p00567,0.0
12:00:00,_p01877,0.0
12:00:00,_p09139,0.0
12:00:00,_p00489,0.0
12:00:00,_p01430,0.0
12:00:00,_p01464,0.0
12:00:00,_p02120,0.0
12:00:00,_p01120,0.0
12:00:00,_p00335,0.0
12:00:00,_p00201,0.0
12:00:00,_p00364,0.9837966983051173
12:00:00,_p01914,0.0
12:00:00,_p00106,0.9837966983051173
12:00:00,_p01948,0.0
12:00:00,_p01330,0.0
12:00:00,_p01484,0.0
12:00:00,_p01487,0.0
12:00:00,_p00476,0.0
12:00:00,_p02348,0.0
12:00:00,_p00668,0.0
12:00:00,_p01226,0.0
12:00:00,_p00913,0.0
12:00:00,_p01012,0.0
12:00:00,_p02332,0.0
12:00:00,_p01776,0.0
12:00:00,_p00150,0.0
12:00:00,_p01484,0.0
12:00:00,_p01886,0.0
12:00:00,_p00444,0.9837966983051173
12:00:00,_p02317,0.9837966983051173
12:00:00,_p01501,0.9837966983051173
12:00:00,_p01865,0.0
12:00:00,_p01711,0.0
12:00:00,_p01017,0.0
12:00:00,_p01663,0.0
12:00:00,_p01877,0.0
12:00:00,_p01330,0.0
12:00:00,_p01361,0.0
12:00:00,_p00490,0.0
12:00:00,_p01352,0.0
12:00:00,_p01976,0.9837966983051173
12:00:00,_p00090,0.0
12:00:00,_p01721,0.0
12:00:00,_p01540,0.0
12:00:00,_p01711,0.0
12:00:00,_p01271,0.0
12:00:00,_p01691,0.0
12:00:00,_p01959,0.9837966983051173
12:00:00,_p01012,0.0
12:00:00,_p01177,0.0
12:00:00,_p00489,0.0
12:00:00,_p01065,0.0
12:00:00,_p00543,0.0
12:00:00,_p00130,0.0
12:00:00,_p01177,0.0
12:00:00,_p00341,0.0
12:00:00,_p00489,0.0
12:00:00,_p00520,0.0
12:00:00,_p01903,0.0
12:00:00,_p01747,0.0
12:00:00,_p00469,0.0
12:00:00,_p01816,0.0
12:00:00,_p01756,0.9837966983051173
12:00:00,_p01547,0.0
12:00:00,_p01547,0.0
12:00:00,_p01948,0.0
12:00:00,_p01946,0.0
12:00:00,_p01692,0.0
12:00:00,_p05658,0.0
12:00:00,_p00559,0.0
12:00:00,_p00750,0.9837966983051173
12:00:00,_p01057,0.0
12:00:00,_p01525,0.0
12:00:00,_p00201,0.0
12:00:00,_p01685,0.0
12:00:00,_p02331,0.0
12:00:00,_p01476,0.0
12:00:00,_p00095,0.0
12:00:00,_p01177,0.0
12:00:00,_p01431,0.0
12:00:00,_p00815,0.0
12:00:00,_p01431,0.0
12:00:00,_p01982,0.0
12:00:00,_p00376,0.0
12:00:00,_p00341,0.0
12:00:00,_p10358,0.0
12:00:00,_p00095,0.0
12:00:00,_p01816,0.0
12:00:00,_p00747,0.0
12:00:00,_p01876,0.0
12:00:00,_p01560,0.0
12:00:00,_p01765,0.0
12:00:00,_p01178,0.9837966983051173
12:00:00,_p00095,0.0
12:00:00,_p01484,0.0
12:00:00,_p05614,0.0
12:00:00,_p01947,0.0
12:00:00,_p03037,0.0
12:00:00,_p01708,0.0
12:00:00,_p01373,0.0
12:00:00,_p01106,0.0
12:00:00,_p01267,0.0
12:00:00,_p02863,0.9837966983051173
12:00:00,_p00629,0.9837966983051173
12:00:00,_p00543,0.0
12:00:00,_p01764,0.0
12:00:00,_p00951,0.0
12:00:00,_p01801,0.0
12:00:00,_p06123,0.9837966983051173
12:00:00,_p01071,0.0
12:00:00,_p00045,0.0
12:00:00,_p01178,0.0
12:00:00,_p00497,0.0
12:00:00,_p01915,0.0
12:00:00,_p01020,0.0
12:00:00,_p01711,0.0
12:00:00,_p01945,0.0
12:00:00,_p01012,0.0
12:00:00,_p01048,0.0
12:00:00,_p01226,0.0
12:00:00,_p01987,0.0
12:00:00,_p00217,0.0
12:00:00,_p01945,0.0
12:00:00,_p00006,0.0
12:00:00,_p00771,0.0
12:00:00,_p02200,0.9837966983051173
12:00:00,_p01660,0.0
12:00:00,_p01663,0.0
12:00:00,_p00035,0.0
12:00:00,_p01888,0.0
12:00:00,_p01505,0.0
12:00:00,_p00010,0.0
12:00:00,_p01072,0.0
12:00:00,_p01685,0.0
12:00:00,_p01560,0.0
12:00:00,_p01072,0.0
12:00:00,_p00352,0.9837966983051173
12:00:00,_p01471,0.0
12:00:00,_p01402,0.0
12:00:00,_p00350,0.0
12:00:00,_p00660,0.0
12:00:00,_p00543,0.0
12:00:00,_p01464,0.0
12:00:00,_p01421,0.0
12:00:00,_p01737,0.0
12:00:00,_p01281,0.0
12:00:00,_p01829,0.0
12:00:00,_p01723,0.9837966983051173
12:00:00,_p01929,0.0
12:00:00,_p01800,0.0
12:00:00,_p00727,0.0
12:00:00,_p00565,0.0
12:00:00,_p00771,0.0
12:00:00,_p01677,0.0
12:00:00,_p01275,0.0
12:00:00,_p01823,0.0
12:00:00,_p00010,0.0
12:00:00,_p01440,0.9837966983051173
12:00:00,_p00871,0.0
12:00:00,_p01823,0.0
12:00:00,_p00727,0.0
12:00:00,_p01167,0.9837966983051173
12:00:00,_p01890,0.0
12:00:00,_p01980,0.0
12:00:00,_p11646,0.9837966983051173
12:00:00,_p01888,0.0
12:00:00,_p00867,0.0
12:00:00,_p01510,0.0
12:00:00,_p00220,0.9837966983051173
12:00:00,_p01915,0.0
12:00:00,_p01913,0.0
12:00:00,_p00175,0.0
12:00:00,_p01946,0.0
12:00:00,_p11666,0.9837966983051173
12:00:00,_p01980,0.0
12:00:00,_p00341,0.0
12:00:00,_p01809,0.9837966983051173
12:00:00,_p00341,0.0
12:00:00,_p01271,0.0
12:00:00,_p00891,0.0
12:00:00,_p10357,0.0
12:00:00,_p01524,0.0
12:00:00,_p00059,0.9837966983051173
12:00:00,_p00097,0.9837966983051173
12:00:00,_p01333,0.0
12:00:00,_p01557,0.0
12:00:00,_p01979,0.0
12:00:00,_p00045,0.0
12:00:00,_p01476,0.0
12:00:00,_p00274,0.0
12:00:00,_p00727,0.0
12:00:00,_p00565,0.0
12:00:00,_p00626,0.0
12:00:00,_p00893,0.9837966983051173
12:00:00,_p00831,0.0
12:00:00,_p00497,0.0
12:00:00,_p10353,0.0
12:00:00,_p00864,0.0
12:00:00,_p01462,0.0
12:00:00,_p00499,0.0
12:00:00,_p01906,0.0
12:00:00,_p01525,0.0
12:00:00,_p01211,0.0
12:00:00,_p01900,0.0
12:00:00,_p01120,0.0
12:00:00,_p01167,0.0
12:00:00,_p01060,0.0
12:00:00,_p01680,0.0
12:00:00,_p00998,0.9837966983051173
12:00:00,_p00091,0.0
12:00:00,_p01739,0.0
12:00:00,_p00110,0.0
12:00:00,_p01276,0.0
12:00:00,_p01948,0.0
12:00:00,_p00095,0.0
12:00:00,_p01710,0.0
12:00:00,_p00061,0.0
12:00:00,_p01710,0.0
12:00:00,_p01710,0.0
12:00:00,_p02024,0.0
12:00:00,_p02200,0.0
12:00:00,_p01888,0.0
12:00:00,_p02200,0.0
12:00:00,_p00095,0.0
12:00:00,_p01176,0.0
12:00:00,_p01868,0.0
12:00:00,_p00349,0.0
12:00:00,_p01755,0.0
12:00:00,_p01059,0.9837966983051173
12:00:00,_p00103,0.0
12:00:00,_p00826,0.0
12:00:00,_p10359,0.9837966983051173
12:00:00,_p01982,0.0
12:00:00,_p01349,0.0
12:00:00,_p00091,0.0
12:00:00,_p01550,0.0
12:00:00,_p05655,0.0
12:00:00,_p01070,0.0
12:00:00,_p00006,0.0
12:00:00,_p01798,0.0
12:00:00,_p01684,0.0
12:00:00,_p01233,0.9830762498957762
12:00:00,_p01068,0.0
12:00:00,_p01735,0.0
12:00:00,_p01698,0.0
12:00:00,_p01709,0.0
12:00:00,_p00095,0.0
12:00:00,_p01767,0.0
12:00:00,_p00727,0.0
12:00:00,_p01343,0.0
12:00:00,_p00095,0.0
12:00:00,_p01572,0.0
12:00:00,_p01911,0.0
12:00:00,_p00115,0.0
12:00:00,_p01747,0.0
12:00:00,_p00341,0.0
12:00:00,_p00112,0.0
12:00:00,_p00651,0.0
12:00:00,_p00112,0.0
12:00:00,_p00565,0.0
12:00:00,_p00006,0.0
12:00:00,_p01522,0.0
12:00:00,_p01749,0.0
12:00:00,_p00374,0.0
12:00:00,_p00372,0.9837966983051173
12:00:00,_p01803,0.9837966983051173
12:00:00,_p01883,0.0
12:00:00,_p01476,0.0
12:00:00,_p01017,0.0
12:00:00,_p01063,0.0
12:00:00,_p01431,0.0
12:00:00,_p01706,0.0
12:00:00,_p01120,0.0
12:00:00,_p00090,0.0
12:00:00,_p01706,0.0
12:00:00,_p10358,0.0
12:00:00,_p01071,0.0
12:00:00,_p01539,0.9837966983051173
12:00:00,_p01271,0.0
12:00:00,_p01982,0.0
12:00:00,_p01749,0.0
12:00:00,_p01865,0.0
12:00:00,_p00638,0.0
12:00:00,_p01797,0.0
12:00:00,_p01547,0.9837966983051173
12:00:00,_p02350,0.0
12:00:00,_p00794,0.0
12:00:00,_p09139,0.0
12:00:00,_p01957,0.0
12:00:00,_p00095,0.0
12:00:00,_p00006,0.0
12:00:00,_p01183,0.0
12:00:00,_p01539,0.9837966983051173
12:00:00,_p00910,0.9837966983051173
12:00:00,_p01071,0.0
12:00:00,_p01494,0.0
12:00:00,_p00598,0.0
12:00:00,_p07428,0.983795985441909
12:00:00,_p00828,0.0
12:00:00,_p01739,0.0
12:00:00,_p01183,0.0
12:00:00,_p02360,0.9837966983051173
12:00:00,_p00828,0.0
12:00:00,_p08112,0.0
12:00:00,_p01183,0.0
12:00:00,_p01381,0.0
12:00:00,_p01431,0.0
12:00:00,_p00010,0.0
12:00:00,_p00828,0.0
12:00:00,_p00315,0.0
12:00:00,_p01321,0.0
12:00:00,_p00010,0.0
12:00:00,_p01947,0.0
12:00:00,_p00892,0.9837966983051173
12:00:00,_p01905,0.0
12:00:00,_p01540,0.0
12:00:00,_p07428,0.9837966703907549
12:00:00,_p00130,0.0
12:00:00,_p00214,0.0
12:00:00,_p00416,0.0
12:00:00,_p00381,0.9837966983051173
12:00:00,_p01392,0.0
12:00:00,_p00372,0.9837966983051173
12:00:00,_p00873,0.0
12:00:00,_p01948,0.0
12:00:00,_p01786,0.0
12:00:00,_p00489,0.0
12:00:00,_p06522,0.9837966983051173
12:00:00,_p00538,0.0
12:00:00,_p00217,0.0
12:00:00,_p01461,0.0
12:00:00,_p01546,0.9837966983051173
12:00:00,_p00520,0.0
12:00:00,_p01088,0.0
12:00:00,_p00090,0.0
12:00:00,_p04260,0.0
12:00:00,_p01093,0.9837966983051173
12:00:00,_p01957,0.0
12:00:00,_p01868,0.0
12:00:00,_p02357,0.0
12:00:00,_p01948,0.0
12:00:00,_p00045,0.0
12:00:00,_p00853,0.0
12:00:00,_p01175,0.0
12:00:00,_p01487,0.0
12:00:00,_p00967,0.0
12:00:00,_p00917,0.0
12:00:00,_p01512,0.0
12:00:00,_p00021,0.9837966983051173
12:00:00,_p01680,0.0
12:00:00,_p01120,0.0
12:00:00,_p01756,0.0
12:00:00,_p00010,0.0
12:00:00,_p01020,0.0
12:00:00,_p01946,0.0
12:00:00,_p00828,0.0
12:00:00,_p01431,0.0
12:00:00,_p01107,0.0
12:00:00,_p01816,0.0
12:00:00,_p00010,0.0
12:00:00,_p00490,0.0
12:00:00,_p00006,0.0
12:00:00,_p01692,0.0
12:00:00,_p01939,0.0
12:00:00,_p01518,0.0
12:00:00,_p00743,0.0
12:00:00,_p01919,0.0
12:00:00,_p01176,0.0
12:00:00,_p00006,0.0
12:00:00,_p02024,0.0
12:00:00,_p00006,0.0
12:00:00,_p01896,0.0
12:00:00,_p01896,0.0
12:00:00,_p01389,0.0
12:00:00,_p00260,0.0
12:00:00,_p01176,0.0
12:00:00,_p00091,0.0
12:00:00,_p01552,0.0
12:00:00,_p01538,0.9837966983051173
12:00:00,_p06519,0.9837966983051173
12:00:00,_p06519,0.9837966983051173
12:00:00,_p01118,0.0
12:00:00,_p00903,0.0
12:00:00,_p00856,0.9837966983051173
12:00:00,_p00828,0.0
12:00:00,_p01020,0.0
12:00:00,_p01167,0.0
12:00:00,_p01020,0.0
12:00:00,_p01020,0.0
12:00:00,_p01437,0.0
12:00:00,_p01329,0.0
12:00:00,_p00035,0.0
12:00:00,_p00326,0.0
12:00:00,_p01690,0.0
12:00:00,_p01573,0.0
12:00:00,_p00743,0.0
12:00:00,_p01392,0.0
12:00:00,_p00386,0.0
12:00:00,_p01465,0.0
12:00:00,_p01550,0.0
12:00:00,_p01330,0.0
12:00:00,_p01573,0.0
12:00:00,_p00201,0.0
12:00:00,_p01330,0.0
12:00:00,_p07997,0.9837966983051173
12:00:00,_p01330,0.0
12:00:00,_p01479,0.0
12:00:00,_p01723,0.9837966983051173
12:00:00,_p01333,0.0
12:00:00,_p00655,0.0
12:00:00,_p00260,0.0
12:00:00,_p01479,0.0
12:00:00,_p03037,0.0
12:00:00,_p01663,0.0
12:00:00,_p00366,0.0
12:00:00,_p01176,0.0
12:00:00,_p01472,0.9837966983051173
12:00:00,_p00150,0.0
12:00:00,_p01040,0.0
12:00:00,_p00871,0.0
12:00:00,_p01437,0.0
12:00:00,_p01660,0.0
12:00:00,_p01783,0.0
12:00:00,_p00045,0.0
12:00:00,_p01118,0.0
12:00:00,_p00491,0.0
12:00:00,_p01886,0.0
12:00:00,_p00260,0.0
12:00:00,_p01403,0.9837966983051173
12:00:00,_p00091,0.0
12:00:00,_p01486,0.0
12:00:00,_p01675,0.0
12:00:00,_p00256,0.0
12:00:00,_p01187,0.0
12:00:00,_p01915,0.0
12:00:00,_p01662,0.0
12:00:00,_p01486,0.0
12:00:00,_p01464,0.0
12:00:00,_p01988,0.0
12:00:00,_p00559,0.0
12:00:00,_p00090,0.0
12:00:00,_p00130,0.0
12:00:00,_p01797,0.0
12:00:00,_p01401,0.0
12:00:00,_p01465,0.0
12:00:00,_p02295,0.0
12:00:00,_p00090,0.0
12:00:00,_p01931,0.0
12:00:00,_p01404,0.0
12:00:00,_p00006,0.0
12:00:00,_p01707,0.0
12:00:00,_p00349,0.0
12:00:00,_p01786,0.0
12:00:00,_p09139,0.0
12:00:00,_p01988,0.0
12:00:00,_p10358,0.0
12:00:00,_p00006,0.0
12:00:00,_p01735,0.0
12:00:00,_p00006,0.0
12:00:00,_p01883,0.0
12:00:00,_p00006,0.0
12:00:00,_p00433,0.0
12:00:00,_p01797,0.0
12:00:00,_p00035,0.0
12:00:00,_p01797,0.0
12:00:00,_p00035,0.0
12:00:00,_p01797,0.0
12:00:00,_p00095,0.0
12:00:00,_p01510,0.0
12:00:00,_p00260,0.0
12:00:00,_p00815,0.0
12:00:00,_p01535,0.0
12:00:00,_p01896,0.0
12:00:00,_p00378,0.9837966983051173
12:00:00,_p01735,0.0
12:00:00,_p00538,0.0
12:00:00,_p01476,0.0
12:00:00,_p01858,0.9837966983051173
12:00:00,_p01664,0.0
12:00:00,_p01959,0.0
12:00:00,_p00836,0.0
12:00:00,_p01858,0.9837966983051173
12:00:00,_p00376,0.0
12:00:00,_p01275,0.0
12:00:00,_p01958,0.0
12:00:00,_p00836,0.0
12:00:00,_p01363,0.0
12:00:00,_p00035,0.0
12:00:00,_p00692,0.0
12:00:00,_p01948,0.0
12:00:00,_p01330,0.0
12:00:00,_p01401,0.0
12:00:00,_p01550,0.0
12:00:00,_p01664,0.0
12:00:00,_p01330,0.0
12:00:00,_p01392,0.0
12:00:00,_p01733,0.0
12:00:00,_p00095,0.0
12:00:00,_p01854,0.9837966983051173
12:00:00,_p00485,0.0
12:00:00,_p00433,0.0
12:00:00,_p01807,0.9837966983051173
12:00:00,_p01690,0.0
12:00:00,_p00826,0.0
12:00:00,_p00497,0.0
12:00:00,_p02305,0.0
12:00:00,_p00483,0.0
12:00:00,_p01695,0.0
12:00:00,_p01489,0.0
12:00:00,_p00497,0.0
12:00:00,_p01489,0.0
12:00:00,_p03605,0.9837966983032334
12:00:00,_p00091,0.0
12:00:00,_p01466,0.0
12:00:00,_p00214,0.0
12:00:00,_p00095,0.0
12:00:00,_p01404,0.0
12:00:00,_p01948,0.0
12:00:00,_p00429,0.0
12:00:00,_p00577,0.0
12:00:00,_p00820,0.0
12:00:00,_p00090,0.0
12:00:00,_p00119,0.0
12:00:00,_p00619,0.9837966983051173
12:00:00,_p00103,0.0
12:00:00,_p00619,0.9837966983051173
12:00:00,_p00010,0.0
12:00:00,_p01381,0.0
12:00:00,_p01019,0.9837966983051173
12:00:00,_p06522,0.9837966983051173
12:00:00,_p01401,0.0
12:00:00,_p01060,0.0
12:00:00,_p01868,0.0
12:00:00,_p01466,0.0
12:00:00,_p01803,0.0
12:00:00,_p01540,0.0
12:00:00,_p01352,0.0
12:00:00,_p00541,0.0
12:00:00,_p01919,0.0
12:00:00,_p00864,0.0
12:00:00,_p00638,0.0
12:00:00,_p00538,0.0
12:00:00,_p00034,0.0
12:00:00,_p01794,0.0
12:00:00,_p01020,0.0
12:00:00,_p01816,0.0
12:00:00,_p00538,0.0
12:00:00,_p01794,0.0
12:00:00,_p01947,0.0
12:00:00,_p01329,0.0
12:00:00,_p00366,0.0
12:00:00,_p00380,0.9837966983051173
12:00:00,_p00095,0.0
12:00:00,_p01663,0.0
12:00:00,_p00130,0.0
12:00:00,_p01057,0.0
12:00:00,_p00091,0.0
12:00:00,_p01663,0.0
12:00:00,_p00121,0.0
12:00:00,_p01931,0.0
12:00:00,_p00006,0.0
12:00:00,_p00121,0.0
12:00:00,_p01137,0.0
12:00:00,_p01220,0.0
12:00:00,_p01512,0.0
12:00:00,_p00894,0.0
12:00:00,_p01801,0.0
12:00:00,_p01330,0.0
12:00:00,_p01045,0.0
12:00:00,_p01573,0.0
12:00:00,_p01039,0.0
12:00:00,_p00541,0.0
12:00:00,_p00035,0.0
12:00:00,_p00828,0.0
12:00:00,_p00433,0.0
12:00:00,_p00491,0.0
12:00:00,_p01524,0.0
12:00:00,_p00006,0.0
12:00:00,_p00491,0.0
12:00:00,_p01798,0.0
12:00:00,_p02307,0.0
12:00:00,_p01524,0.0
12:00:00,_p02307,0.0
12:00:00,_p01711,0.0
12:00:00,_p01801,0.0
12:00:00,_p00121,0.0
12:00:00,_p00728,0.0
12:00:00,_p00754,0.0
12:00:00,_p01178,0.0
12:00:00,_p00045,0.0
12:00:00,_p00925,0.9837966983051173
12:00:00,_p01664,0.0
12:00:00,_p01682,0.0
12:00:00,_p02307,0.0
12:00:00,_p01561,0.0
12:00:00,_p00006,0.0
12:00:00,_p00828,0.0
12:00:00,_p01982,0.0
12:00:00,_p01739,0.0
12:00:00,_p00008,0.9837966983051173
12:00:00,_p01948,0.0
12:00:00,_p01735,0.0
12:00:00,_p00006,0.0
12:00:00,_p00520,0.0
12:00:00,_p01798,0.0
12:00:00,_p01888,0.0
12:00:00,_p01786,0.0
12:00:00,_p00130,0.0
12:00:00,_p00366,0.0
12:00:00,_p01713,0.0
12:00:00,_p01675,0.0
12:00:00,_p01206,0.0
12:00:00,_p01877,0.0
12:00:00,_p01018,0.0
12:00:00,_p01560,0.0
12:00:00,_p01962,0.0
12:00:00,_p01021,0.0
12:00:00,_p00095,0.0
12:00:00,_p01982,0.0
12:00:00,_p00220,0.9837966983051173
12:00:00,_p01060,0.0
12:00:00,_p01982,0.0
12:00:00,_p00638,0.0
12:00:00,_p00095,0.0
12:00:00,_p01982,0.0
12:00:00,_p01829,0.0
12:00:00,_p00045,0.0
12:00:00,_p01525,0.0
12:00:00,_p01473,0.0
12:00:00,_p01524,0.0
12:00:00,_p00095,0.0
12:00:00,_p00543,0.0
12:00:00,_p01524,0.0
12:00:00,_p01039,0.0
12:00:00,_p00594,0.0
12:00:00,_p01352,0.0
12:00:00,_p00565,0.0
12:00:00,_p00620,0.0
12:00:00,_p01555,0.9837966983051173
12:00:00,_p00433,0.0
12:00:00,_p00091,0.0
12:00:00,_p01226,0.0
12:00:00,_p00433,0.0
12:00:00,_p03605,0.0
12:00:00,_p00826,0.0
12:00:00,_p00540,0.0
12:00:00,_p00364,0.0
12:00:00,_p01775,0.0
12:00:00,_p00112,0.9837966983051173
12:00:00,_p00130,0.0
12:00:00,_p00045,0.0
12:00:00,_p01017,0.0
12:00:00,_p01330,0.0
12:00:00,_p01756,0.9837966983051173
12:00:00,_p01349,0.0
12:00:00,_p01176,0.0
12:00:00,_p02331,0.0
12:00:00,_p01945,0.0
12:00:00,_p01948,0.0
12:00:00,_p01684,0.0
12:00:00,_p01946,0.0
12:00:00,_p00095,0.0
12:00:00,_p00110,0.0
12:00:00,_p01373,0.0
12:00:00,_p00115,0.0
12:00:00,_p01375,0.0
12:00:00,_p01798,0.0
12:00:00,_p01552,0.0
12:00:00,_p00039,0.0
12:00:00,_p01905,0.0
12:00:00,_p00638,0.0
12:00:00,_p02315,0.9837966983051173
12:00:00,_p01352,0.0
12:00:00,_p00637,0.0
12:00:00,_p01572,0.0
12:00:00,_p01183,0.0
12:00:00,_p00576,0.0
12:00:00,_p02883,0.9837966983051173
12:00:00,_p01484,0.0
12:00:00,_p00093,0.0
12:00:00,_p00771,0.0
12:00:00,_p03037,0.0
12:00:00,_p01431,0.0
12:00:00,_p00110,0.0
12:00:00,_p01176,0.0
12:00:00,_p01886,0.0
12:00:00,_p01137,0.0
12:00:00,_p00543,0.0
12:00:00,_p01206,0.0
12:00:00,_p01823,0.0
12:00:00,_p01119,0.0
12:00:00,_p01708,0.0
12:00:00,_p01484,0.0
12:00:00,_p01518,0.0
12:00:00,_p00260,0.0
12:00:00,_p00668,0.0
12:00:00,_p00197,0.0
12:00:00,_p00867,0.0
12:00:00,_p00476,0.0
12:00:00,_p00827,0.0
12:00:00,_p02307,0.0
12:00:00,_p01524,0.0
12:00:00,_p01664,0.0
12:00:00,_p00727,0.0
12:00:00,_p02307,0.0
12:00:00,_p01192,0.9837966983051173
12:00:00,_p01535,0.0
12:00:00,_p01510,0.0
12:00:00,_p01675,0.0
12:00:00,_p01980,0.0
12:00:00,_p00668,0.0
12:00:00,_p00692,0.0
12:00:00,_p01858,0.9837966983051173
12:00:00,_p01107,0.0
12:00:00,_p01043,0.0
12:00:00,_p01696,0.0
12:00:00,_p01040,0.0
12:00:00,_p01381,0.0
12:00:00,_p01321,0.0
12:00:00,_p01464,0.0
12:00:00,_p01321,0.0
12:00:00,_p00006,0.0
12:00:00,_p01464,0.0
12:00:00,_p01535,0.0
12:00:00,_p01464,0.0
12:00:00,_p01020,0.0
12:00:00,_p00035,0.0
12:00:00,_p00815,0.0
12:00:00,_p01489,0.0
12:00:00,_p00815,0.0
12:00:00,_p01484,0.0
12:00:00,_p01735,0.0
12:00:00,_p00091,0.0
12:00:00,_p01120,0.0
12:00:00,_p06522,0.9837966983051173
12:00:00,_p01043,0.0
12:00:00,_p00091,0.0
12:00:00,_p01669,0.0
12:00:00,_p01473,0.0
12:00:00,_p01801,0.0
12:00:00,_p00091,0.0
12:00:00,_p01091,0.0
12:00:00,_p00090,0.0
12:00:00,_p01074,0.0
12:00:00,_p02305,0.0
12:00:00,_p00090,0.0
12:00:00,_p00112,0.0
12:00:00,_p01963,0.0
12:00:00,_p01071,0.0
12:00:00,_p01988,0.0
12:00:00,_p01477,0.0
