GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag307" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09464,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag666" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00913,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag336" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11572,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag922" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09228,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag673" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00343,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02967,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00107,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag863" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02765,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag812" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02236,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag716" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03398,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag716" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03260,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag1003" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04534,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag724" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05723,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03031,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag799" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04159,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag922" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10969,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag925" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09744,12:00:00,0,12:03:27,207,00:03:27,207
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag922" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10690,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag817" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09223,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag718" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09052,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00118,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag753" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02349,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag366" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02342,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag669" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02304,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag817" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05861,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag1003" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05940,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03084,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag528" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05369,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag656" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07512,12:00:00,0,12:03:28,208,00:03:28,208
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag1003" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09689,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag190" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11736,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag190" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11643,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag724" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01906,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag1016" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01999,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag922" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12180,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag190" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12061,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag366" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01319,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag669" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02464,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag753" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02348,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag65" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03599,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag314" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05921,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04238,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag724" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06902,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag799" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04182,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag716" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04034,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag925" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07992,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag870" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07760,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag724" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09965,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag799" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06008,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag922" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10791,12:00:00,0,12:03:29,209,00:03:29,209
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag328" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10505,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag1003" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08176,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag656" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09342,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag706" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00830,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag922" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11308,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag607" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01881,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag190" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12518,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag667" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01739,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag925" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12281,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag716" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03742,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03643,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag716" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04164,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag1003" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06178,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag870" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08660,12:00:00,0,12:03:30,210,00:03:30,210
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag718" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09283,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag718" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09260,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag190" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12642,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag302" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11313,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag384" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11309,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00415,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag870" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00374,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag519" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02855,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00119,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag753" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02775,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag812" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02237,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag799" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04623,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag674" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04418,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04239,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag819" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10805,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag819" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09754,12:00:00,0,12:03:31,211,00:03:31,211
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag656" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08372,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00742,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00764,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag819" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11280,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag925" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11344,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00542,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag384" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12422,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag667" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01614,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag366" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02842,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag519" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01108,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag812" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02251,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04886,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag756" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02197,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04260,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag870" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08878,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag925" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09743,12:00:00,0,12:03:32,212,00:03:32,212
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag718" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09558,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag384" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11781,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag925" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11676,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag307" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09179,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag9" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00716,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00596,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag241" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12597,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag819" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12549,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag724" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12063,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag656" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12020,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag706" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01127,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag153" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03045,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag673" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04292,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag804" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06491,12:00:00,0,12:03:33,213,00:03:33,213
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag799" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07092,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00984,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00803,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag336" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11573,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00864,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag715" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00863,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag819" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12717,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag809" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00122,12:00:00,0,12:03:34,214,00:03:34,214
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag818" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03920,12:00:00,0,12:03:34,214,00:03:34,214
