GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02100,12:00:00,0,12:00:06,6,00:00:06,6
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02865,12:00:00,0,12:00:06,6,00:00:06,6
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00099,12:00:00,0,12:00:06,6,00:00:06,6
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00871,12:00:00,0,12:00:06,6,00:00:06,6
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag23" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00288,12:00:00,0,12:00:09,9,00:00:09,9
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag23" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01484,12:00:00,0,12:00:09,9,00:00:09,9
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04374,12:00:00,0,12:00:09,9,00:00:09,9
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag23" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06054,12:00:00,0,12:00:09,9,00:00:09,9
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag23" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02379,12:00:00,0,12:00:09,9,00:00:09,9
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00180,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00000,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01761,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02033,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02929,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05872,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04266,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05507,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05332,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02535,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02534,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00424,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00423,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05980,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01369,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01368,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01318,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06073,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01016,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00439,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00249,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02564,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03699,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02029,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04064,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02120,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01393,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03997,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04085,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00487,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00430,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04816,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04800,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04801,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02043,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00279,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01680,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00369,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00368,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04482,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00058,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01302,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00726,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02322,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02321,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01932,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00542,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00421,12:00:00,0,12:00:23,23,00:00:23,23
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00083,12:00:00,0,12:00:23,23,00:00:23,23
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00898,12:00:00,0,12:00:23,23,00:00:23,23
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05912,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03040,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01157,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02521,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01087,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00666,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03568,12:00:00,0,12:00:24,24,00:00:24,24
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01159,12:00:00,0,12:00:25,25,00:00:25,25
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01046,12:00:00,0,12:00:25,25,00:00:25,25
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01064,12:00:00,0,12:00:25,25,00:00:25,25
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05330,12:00:00,0,12:00:25,25,00:00:25,25
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04432,12:00:00,0,12:00:26,26,00:00:26,26
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag872" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00978,12:00:00,0,12:00:26,26,00:00:26,26
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03981,12:00:00,0,12:00:26,26,00:00:26,26
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag872" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01199,12:00:00,0,12:00:26,26,00:00:26,26
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag872" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02530,12:00:00,0,12:00:26,26,00:00:26,26
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01779,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01243,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01260,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01255,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01198,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02331,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag872" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03607,12:00:00,0,12:00:27,27,00:00:27,27
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04779,12:00:00,0,12:00:28,28,00:00:28,28
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04582,12:00:00,0,12:00:28,28,00:00:28,28
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01474,12:00:00,0,12:00:29,29,00:00:29,29
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01501,12:00:00,0,12:00:29,29,00:00:29,29
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02550,12:00:00,0,12:00:29,29,00:00:29,29
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02545,12:00:00,0,12:00:29,29,00:00:29,29
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02349,12:00:00,0,12:00:29,29,00:00:29,29
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01995,12:00:00,0,12:00:29,29,00:00:29,29
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag875" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00791,12:00:00,0,12:00:30,30,00:00:30,30
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag875" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00795,12:00:00,0,12:00:30,30,00:00:30,30
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05360,12:00:00,0,12:00:30,30,00:00:30,30
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04895,12:00:00,0,12:00:30,30,00:00:30,30
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag875" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00506,12:00:00,0,12:00:30,30,00:00:30,30
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02119,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02047,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02937,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00160,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02852,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02582,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03099,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00501,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00502,12:00:00,0,12:00:31,31,00:00:31,31
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06068,12:00:00,0,12:00:32,32,00:00:32,32
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05448,12:00:00,0,12:00:32,32,00:00:32,32
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03452,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03410,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03525,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag680" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00443,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag680" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00233,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03132,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag680" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00011,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00693,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03720,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03615,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00523,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00522,12:00:00,0,12:00:33,33,00:00:33,33
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag921" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01473,12:00:00,0,12:00:35,35,00:00:35,35
