Iteration,time
1,1592.4
2,1584.6
3,1584.6
4,1576.8
5,1576.8
6,1574.4
7,1574.4
8,1574.4
9,1574.4
10,1572.6
11,1572.6
12,1572.6
13,1572.6
14,1572.6
15,1572.4
16,1568.4
17,1565.4
18,1565.4
19,1565.4
20,1565.4
21,1565.4
22,1565.4
23,1565.4
24,1565.4
25,1565.4
26,1565.4
27,1565.4
28,1565.4
29,1565.4
30,1565.4
31,1565.4
32,1565.4
33,1565.4
34,1551.8
35,1551.8
36,1551.8
37,1551.8
38,1551.8
39,1551.8
40,1551.8
41,1551.8
42,1551.8
43,1551.8
44,1551.8
45,1551.8
46,1551.8
47,1551.8
48,1551.8
49,1551.8
50,1551.8
51,1551.8
52,1551.8
53,1551.8
54,1551.8
55,1551.8
56,1551.8
57,1551.8
58,1551.8
59,1551.8
60,1551.8
61,1551.8
62,1551.8
63,1551.8
64,1551.8
65,1551.8
66,1551.8
67,1551.8
68,1551.8
69,1551.8
70,1551.8
71,1551.8
72,1551.8
73,1551.8
74,1551.8
75,1551.8
76,1551.8
77,1551.8
78,1551.8
79,1551.8
80,1551.8
81,1551.8
82,1551.8
83,1551.8
84,1551.8
85,1551.8
86,1551.8
87,1551.8
88,1551.8
89,1551.8
90,1551.8
91,1551.8
92,1551.8
93,1551.8
94,1551.8
95,1551.8
96,1551.8
97,1551.8
98,1551.8
99,1551.8
100,1551.8
101,1551.8
102,1551.8
103,1551.8
104,1551.8
105,1551.8
106,1551.8
107,1551.8
108,1550.4
109,1550.4
110,1550.4
111,1550.4
112,1550.4
113,1550.4
114,1550.4
115,1550.4
116,1550.4
117,1550.4
118,1550.4
119,1550.4
120,1550.4
121,1550.4
122,1550.4
123,1550.4
124,1550.4
125,1550.4
126,1550.4
127,1550.4
128,1550.4
129,1550.4
130,1550.4
131,1550.4
132,1550.4
133,1550.4
134,1550.4
135,1550.4
136,1550.4
137,1550.4
138,1550.4
139,1550.4
140,1550.4
141,1550.4
142,1550.4
143,1550.4
144,1550.4
145,1550.4
146,1550.4
147,1550.4
148,1550.4
149,1550.4
150,1550.4
151,1550.4
152,1550.4
153,1550.4
154,1550.4
155,1550.4
156,1550.4
157,1550.4
158,1550.4
159,1550.4
160,1550.4
161,1550.4
162,1550.4
163,1550.4
164,1550.4
165,1550.4
166,1550.4
167,1550.4
168,1550.4
169,1550.4
170,1550.4
171,1550.4
172,1550.4
173,1550.4
174,1550.4
175,1550.4
176,1550.4
177,1550.4
178,1550.4
179,1550.4
180,1550.4
181,1550.4
182,1550.4
183,1550.4
184,1550.4
185,1550.4
186,1550.4
187,1550.4
188,1550.4
189,1550.4
190,1550.4
191,1550.4
192,1550.4
193,1549.6
194,1548.6
195,1548.6
196,1548.6
197,1548.6
198,1548.6
199,1548.6
200,1548.6
201,1548.6
202,1548.6
203,1548.6
204,1548.6
205,1548.6
206,1548.6
207,1548.6
208,1548.6
209,1548.6
210,1548.6
211,1539.4
212,1539.4
213,1539.4
214,1539.4
215,1539.4
216,1539.4
217,1539.4
218,1539.4
219,1539.4
220,1539.4
221,1539.4
222,1539.4
223,1539.4
224,1539.4
225,1539.4
226,1539.4
227,1539.4
228,1539.4
229,1539.4
230,1539.4
231,1539.4
232,1539.4
233,1539.4
234,1539.4
235,1539.4
236,1539.4
237,1539.4
238,1539.4
239,1539.4
240,1539.4
241,1539.4
242,1539.4
243,1539.4
244,1539.4
245,1539.4
246,1539.4
247,1539.4
248,1539.4
249,1539.4
250,1539.4
251,1539.4
252,1539.4
253,1539.4
254,1539.4
255,1539.4
256,1539.4
257,1539.4
258,1539.4
259,1539.4
260,1539.4
261,1539.4
262,1539.4
263,1539.4
264,1539.4
265,1539.4
266,1539.4
267,1539.4
268,1539.4
269,1532.2
270,1532.2
271,1532.2
272,1532.2
273,1532.2
274,1532.2
275,1532.2
276,1532.2
277,1532.2
278,1532.2
279,1532.2
280,1532.2
281,1532.2
282,1532.2
283,1532.2
284,1532.2
285,1532.2
286,1532.2
287,1532.2
288,1532.2
289,1532.2
290,1532.2
291,1532.2
292,1532.2
293,1532.2
294,1532.2
295,1532.2
296,1532.2
297,1532.2
298,1532.2
299,1532.2
300,1532.2
301,1532.2
302,1532.2
303,1532.2
304,1532.2
305,1532.2
306,1532.2
307,1532.2
308,1532.2
309,1532.2
310,1532.2
311,1532.2
312,1532.2
313,1532.2
314,1532.2
315,1532.2
316,1532.2
317,1532.2
318,1532.2
319,1532.2
320,1532.2
321,1532.2
322,1532.2
323,1532.2
324,1532.2
325,1532.2
326,1532.2
327,1532.2
328,1532.2
329,1532.2
330,1532.2
331,1532.2
332,1532.2
333,1532.2
334,1532.2
335,1532.2
336,1532.2
337,1532.2
338,1532.2
339,1532.2
340,1532.2
341,1532.2
342,1532.2
343,1532.2
344,1532.2
345,1532.2
346,1532.2
347,1532.2
348,1532.2
349,1532.2
350,1532.2
351,1532.2
352,1532.2
353,1532.2
354,1532.2
355,1532.2
356,1532.2
357,1532.2
358,1532.2
359,1532.2
360,1532.2
361,1532.2
362,1532.2
363,1532.2
364,1532.2
365,1532.2
366,1532.2
367,1532.2
368,1532.2
369,1532.2
370,1532.2
371,1532.2
372,1532.2
373,1532.2
374,1532.2
375,1532.2
376,1532.2
377,1532.2
378,1532.2
379,1532.2
380,1532.2
381,1532.2
382,1532.2
383,1532.2
384,1532.2
385,1532.2
386,1532.2
387,1532.2
388,1532.2
389,1532.2
390,1532.2
391,1532.2
392,1532.2
393,1532.2
394,1532.2
395,1532.2
396,1532.2
397,1532.2
398,1532.2
399,1532.2
400,1532.2
401,1532.2
402,1532.2
403,1532.2
404,1532.2
405,1532.2
406,1532.2
407,1532.2
408,1532.2
409,1532.2
410,1532.2
411,1532.2
412,1532.2
413,1532.2
414,1532.2
415,1532.2
416,1532.2
417,1532.2
418,1529.0
419,1529.0
420,1529.0
421,1529.0
422,1529.0
423,1529.0
424,1529.0
425,1529.0
426,1529.0
427,1529.0
428,1529.0
429,1529.0
430,1529.0
431,1529.0
432,1529.0
433,1529.0
434,1529.0
435,1529.0
436,1529.0
437,1529.0
438,1520.8
439,1520.8
440,1520.8
441,1520.8
442,1520.8
443,1520.8
444,1520.8
445,1520.8
446,1520.8
447,1520.8
448,1520.8
449,1520.8
450,1520.8
451,1520.8
452,1520.8
453,1520.8
454,1520.8
455,1520.8
456,1520.8
457,1520.8
458,1520.8
459,1520.8
460,1520.8
461,1520.8
462,1520.8
463,1520.8
464,1520.8
465,1520.8
466,1520.8
467,1520.8
468,1520.8
469,1520.8
470,1520.8
471,1520.8
472,1520.8
473,1520.8
474,1520.8
475,1520.8
476,1520.8
477,1520.8
478,1520.8
479,1520.8
480,1520.8
481,1520.8
482,1520.8
483,1520.8
484,1520.8
485,1520.8
486,1520.8
487,1520.8
488,1520.8
489,1520.8
490,1520.8
491,1520.8
492,1520.8
493,1520.8
494,1520.8
495,1520.8
496,1520.8
497,1520.8
498,1520.8
499,1520.8
500,1520.8
501,1520.8
502,1520.8
503,1520.8
504,1520.8
505,1520.8
506,1520.8
507,1520.8
508,1520.8
509,1520.8
510,1520.8
511,1520.8
512,1520.8
513,1520.8
514,1520.8
515,1520.8
516,1520.8
517,1520.8
518,1520.8
519,1520.8
520,1520.8
521,1520.8
522,1520.8
523,1520.8
524,1520.8
525,1520.8
526,1520.8
527,1520.8
528,1520.8
529,1520.8
530,1520.8
531,1520.8
532,1520.8
533,1520.8
534,1520.8
535,1520.8
536,1520.8
537,1520.8
538,1520.8
539,1520.8
540,1520.8
541,1520.8
542,1520.8
543,1520.8
544,1520.8
545,1520.8
546,1520.8
547,1520.8
548,1520.8
549,1520.8
550,1520.8
551,1520.8
552,1520.8
553,1520.8
554,1520.8
555,1520.8
556,1520.8
557,1520.8
558,1520.8
559,1520.8
560,1520.8
561,1520.8
562,1520.8
563,1520.8
564,1520.8
565,1520.8
566,1520.8
567,1520.8
568,1520.8
569,1520.8
570,1520.8
571,1520.8
572,1520.8
573,1520.8
574,1520.8
575,1520.8
576,1520.8
577,1520.8
578,1520.8
579,1520.8
580,1520.8
581,1520.8
582,1520.8
583,1520.8
584,1520.8
585,1520.8
586,1520.8
587,1520.8
588,1520.8
589,1520.8
590,1520.8
591,1520.8
592,1520.8
593,1520.8
594,1520.8
595,1520.8
596,1520.8
597,1520.8
598,1520.8
599,1520.8
600,1520.8
601,1520.8
602,1520.8
603,1520.8
604,1520.8
605,1520.8
606,1520.8
607,1520.8
608,1520.8
609,1520.8
610,1520.8
611,1520.8
612,1520.8
613,1520.8
614,1520.8
615,1520.8
616,1520.8
617,1520.8
618,1520.8
619,1520.8
620,1520.8
621,1520.8
622,1520.8
623,1520.8
624,1520.8
625,1520.8
626,1520.8
627,1520.8
628,1520.8
629,1520.8
630,1520.8
631,1520.8
632,1520.8
633,1520.8
634,1520.8
635,1520.8
636,1520.8
637,1520.8
638,1520.8
639,1520.8
640,1520.8
641,1520.8
642,1520.8
643,1520.8
644,1520.8
645,1520.8
646,1520.8
647,1520.8
648,1520.8
649,1520.8
650,1520.8
651,1520.8
652,1520.8
653,1520.8
654,1520.8
655,1520.8
656,1520.8
657,1520.8
658,1520.8
659,1520.8
660,1520.8
661,1520.8
662,1520.8
663,1520.8
664,1520.8
665,1520.8
666,1520.8
667,1520.8
668,1520.8
669,1520.8
670,1520.8
671,1520.8
672,1520.8
673,1520.8
674,1520.8
675,1520.8
676,1520.8
677,1520.8
678,1520.8
679,1520.8
680,1520.8
681,1520.8
682,1520.8
683,1520.8
684,1520.8
685,1520.8
686,1520.8
687,1520.8
688,1520.8
689,1520.8
690,1520.8
691,1520.8
692,1520.8
693,1520.8
694,1520.8
695,1520.8
696,1520.8
697,1520.8
698,1520.8
699,1520.8
700,1520.8
701,1520.8
702,1520.8
703,1520.8
704,1520.8
705,1520.8
706,1520.8
707,1520.8
708,1520.8
709,1520.8
710,1520.8
711,1520.8
712,1520.8
713,1520.8
714,1520.8
715,1520.8
716,1520.8
717,1520.8
718,1520.8
719,1520.8
720,1520.8
721,1520.8
722,1520.8
723,1520.8
724,1520.8
725,1520.8
726,1520.8
727,1520.8
728,1520.8
729,1520.8
730,1520.8
731,1520.8
732,1520.8
733,1520.8
734,1520.8
735,1520.8
736,1520.8
737,1520.8
738,1520.8
739,1520.8
740,1520.8
741,1520.8
742,1520.8
743,1520.8
744,1520.8
745,1520.8
746,1520.8
747,1520.8
748,1520.8
749,1520.8
750,1520.8
751,1520.8
752,1520.8
753,1520.8
754,1520.8
755,1520.8
756,1520.8
757,1520.8
758,1520.8
759,1496.8
760,1496.8
761,1496.8
762,1496.8
763,1496.8
764,1496.8
765,1496.8
766,1496.8
767,1496.8
768,1496.8
769,1496.8
770,1496.8
771,1496.8
772,1496.8
773,1496.8
774,1496.8
775,1496.8
776,1496.8
777,1496.8
778,1496.8
779,1496.8
780,1496.8
781,1496.8
782,1496.8
783,1496.8
784,1496.8
785,1496.8
786,1496.8
787,1496.8
788,1496.8
789,1496.8
790,1496.8
791,1496.8
792,1496.8
793,1496.8
794,1496.8
795,1496.8
796,1496.8
797,1496.8
798,1496.8
799,1496.8
800,1496.8
801,1496.8
802,1496.8
803,1496.8
804,1496.8
805,1496.8
806,1496.8
807,1496.8
808,1496.8
809,1496.8
810,1496.8
811,1496.8
812,1496.8
813,1496.8
814,1496.8
815,1496.8
816,1496.8
817,1496.8
818,1496.8
819,1496.8
820,1496.8
821,1496.8
822,1496.8
823,1496.8
824,1496.8
825,1496.8
826,1496.8
827,1496.8
828,1496.8
829,1496.8
830,1496.8
831,1496.8
832,1496.8
833,1496.8
834,1496.8
835,1496.8
836,1496.8
837,1496.8
838,1496.8
839,1496.8
840,1496.8
841,1496.8
842,1496.8
843,1496.8
844,1496.8
845,1496.8
846,1496.8
847,1496.8
848,1496.8
849,1496.8
850,1496.8
851,1496.8
852,1496.8
853,1496.8
854,1496.8
855,1496.8
856,1496.8
857,1496.8
858,1496.8
859,1496.8
860,1496.8
861,1496.8
862,1496.8
863,1496.8
864,1496.8
865,1496.8
866,1496.8
867,1496.8
868,1496.8
869,1496.8
870,1496.8
871,1496.8
872,1496.8
873,1496.8
874,1496.8
875,1496.8
876,1496.8
877,1496.8
878,1496.8
879,1496.8
880,1496.8
881,1496.8
882,1496.8
883,1496.8
884,1496.8
885,1496.8
886,1496.8
887,1496.8
888,1496.8
889,1496.8
890,1496.8
891,1496.8
892,1496.8
893,1496.8
894,1496.8
895,1496.8
896,1496.8
897,1496.8
898,1496.8
899,1496.8
900,1496.8
901,1496.8
902,1496.8
903,1496.8
904,1496.8
905,1496.8
906,1496.8
907,1496.8
908,1496.8
909,1496.8
910,1496.8
911,1496.8
912,1496.8
913,1496.8
914,1496.8
915,1496.8
916,1496.8
917,1496.8
918,1496.8
919,1496.8
920,1496.8
921,1496.8
922,1496.8
923,1496.8
924,1496.8
925,1496.8
926,1496.8
927,1496.8
928,1496.8
929,1496.8
930,1496.8
931,1496.8
932,1496.8
933,1496.8
934,1496.8
935,1496.8
936,1496.8
937,1496.8
938,1496.8
939,1496.8
940,1496.8
941,1496.8
942,1496.8
943,1496.8
944,1496.8
945,1496.8
946,1496.8
947,1496.8
948,1496.8
949,1496.8
950,1496.8
951,1496.8
952,1496.8
953,1496.8
954,1496.8
955,1496.8
956,1496.8
957,1496.8
958,1496.8
959,1496.8
960,1496.8
961,1496.8
962,1496.8
963,1496.8
964,1496.8
965,1496.8
966,1496.8
967,1496.8
968,1496.8
969,1496.8
970,1496.8
971,1496.8
972,1496.8
973,1496.8
974,1496.8
975,1496.8
976,1496.8
977,1496.8
978,1496.8
979,1496.8
980,1496.8
981,1496.8
982,1496.8
983,1496.8
984,1496.8
985,1496.8
986,1496.8
987,1496.8
988,1496.8
989,1496.8
990,1496.8
991,1496.8
992,1496.8
993,1496.8
994,1496.8
995,1496.8
996,1496.8
997,1496.8
998,1496.8
999,1496.8
1000,1496.8
1001,1496.8
1002,1496.8
1003,1496.8
1004,1496.8
1005,1496.8
1006,1496.8
1007,1496.8
1008,1496.8
1009,1496.8
1010,1496.8
1011,1496.8
1012,1496.8
1013,1496.8
1014,1496.8
1015,1496.8
1016,1496.8
1017,1496.8
1018,1496.8
1019,1496.8
1020,1496.8
1021,1496.8
1022,1496.8
1023,1496.8
1024,1496.8
1025,1496.8
1026,1496.8
1027,1496.8
1028,1496.8
1029,1496.8
1030,1496.8
1031,1496.8
1032,1496.8
1033,1496.8
1034,1496.8
1035,1496.8
1036,1496.8
1037,1496.8
1038,1496.8
1039,1496.8
1040,1496.8
1041,1496.8
1042,1496.8
1043,1496.8
1044,1496.8
1045,1496.8
1046,1496.8
1047,1496.8
1048,1496.8
1049,1496.8
1050,1496.8
1051,1496.8
1052,1496.8
1053,1496.8
1054,1496.8
1055,1496.8
1056,1496.8
1057,1496.8
1058,1496.8
1059,1496.8
1060,1496.8
1061,1496.8
1062,1496.8
1063,1496.8
1064,1496.8
1065,1496.8
1066,1496.8
1067,1496.8
1068,1496.8
1069,1496.8
1070,1496.8
1071,1496.8
1072,1496.8
1073,1496.8
1074,1496.8
1075,1496.8
1076,1496.8
1077,1496.8
1078,1496.8
1079,1496.8
1080,1496.8
1081,1496.8
1082,1496.8
1083,1496.8
1084,1496.8
1085,1496.8
1086,1496.8
1087,1496.8
1088,1496.8
1089,1496.8
1090,1496.8
1091,1496.8
1092,1496.8
1093,1496.8
1094,1496.8
1095,1496.8
1096,1496.8
1097,1496.8
1098,1496.8
1099,1496.8
1100,1496.8
1101,1496.8
1102,1496.8
1103,1496.8
1104,1496.8
1105,1496.8
1106,1496.8
1107,1496.8
1108,1496.8
1109,1496.8
1110,1496.8
1111,1496.8
1112,1496.8
1113,1496.8
1114,1496.8
1115,1496.8
1116,1496.8
1117,1496.8
1118,1496.8
1119,1496.8
1120,1496.8
1121,1496.8
1122,1496.8
1123,1496.8
1124,1496.8
1125,1496.8
1126,1496.8
1127,1496.8
1128,1496.8
1129,1496.8
1130,1496.8
1131,1496.8
1132,1496.8
1133,1496.8
1134,1496.8
1135,1496.8
1136,1496.8
1137,1496.8
1138,1496.8
1139,1496.8
1140,1496.8
1141,1496.8
1142,1496.8
1143,1496.8
1144,1496.8
1145,1496.8
1146,1496.8
1147,1496.8
1148,1496.8
1149,1496.8
1150,1496.8
1151,1496.8
1152,1496.8
1153,1496.8
1154,1496.8
1155,1496.8
1156,1496.8
1157,1496.8
1158,1496.8
1159,1496.8
1160,1496.8
1161,1496.8
1162,1496.8
1163,1496.8
1164,1496.8
1165,1496.8
1166,1496.8
1167,1496.8
1168,1496.8
1169,1496.8
1170,1496.8
1171,1496.8
1172,1496.8
1173,1496.8
1174,1496.8
1175,1496.8
1176,1496.8
1177,1496.8
1178,1496.8
1179,1496.8
1180,1496.8
1181,1496.8
