Iteration,random-search_653_+5_ave3
1,1596.0
2,1595.0
3,1592.6666666666667
4,1581.6666666666667
5,1581.6666666666667
6,1581.6666666666667
7,1581.6666666666667
8,1581.3333333333333
9,1581.3333333333333
10,1581.3333333333333
11,1581.3333333333333
12,1581.3333333333333
13,1581.3333333333333
14,1581.3333333333333
15,1581.3333333333333
16,1581.3333333333333
17,1581.3333333333333
18,1581.3333333333333
19,1581.3333333333333
20,1581.3333333333333
21,1581.3333333333333
22,1581.3333333333333
23,1581.3333333333333
24,1581.3333333333333
25,1581.3333333333333
26,1581.3333333333333
27,1581.0
28,1581.0
29,1581.0
30,1581.0
31,1581.0
32,1581.0
33,1580.6666666666667
34,1580.6666666666667
35,1580.6666666666667
36,1580.6666666666667
37,1580.6666666666667
38,1580.6666666666667
39,1580.6666666666667
40,1580.6666666666667
41,1580.6666666666667
42,1580.6666666666667
43,1577.6666666666667
44,1577.6666666666667
45,1577.3333333333333
46,1577.3333333333333
47,1577.3333333333333
48,1574.0
49,1564.6666666666667
50,1564.6666666666667
51,1564.6666666666667
52,1564.6666666666667
53,1564.6666666666667
54,1564.6666666666667
55,1564.6666666666667
56,1564.6666666666667
57,1564.6666666666667
58,1564.6666666666667
59,1564.6666666666667
60,1564.6666666666667
61,1564.6666666666667
62,1564.6666666666667
63,1564.6666666666667
64,1564.6666666666667
65,1564.6666666666667
66,1564.6666666666667
67,1564.6666666666667
68,1564.6666666666667
69,1564.6666666666667
70,1564.6666666666667
71,1564.6666666666667
72,1564.6666666666667
73,1564.6666666666667
74,1564.6666666666667
75,1564.6666666666667
76,1564.6666666666667
77,1564.6666666666667
78,1554.6666666666667
79,1554.6666666666667
80,1554.6666666666667
81,1554.6666666666667
82,1554.6666666666667
83,1554.6666666666667
84,1554.6666666666667
85,1554.6666666666667
86,1554.6666666666667
87,1554.6666666666667
88,1554.6666666666667
89,1554.6666666666667
90,1554.6666666666667
91,1554.6666666666667
92,1554.6666666666667
93,1554.6666666666667
94,1554.6666666666667
