Iteration,random-search_1287_+5_ave3
1,1596.0
2,1596.0
3,1595.0
4,1595.0
5,1595.0
6,1595.0
7,1595.0
8,1595.0
9,1595.0
10,1595.0
11,1594.6666666666667
12,1594.6666666666667
13,1594.6666666666667
14,1593.0
15,1593.0
16,1593.0
17,1593.0
18,1592.3333333333333
19,1592.3333333333333
20,1579.3333333333333
21,1579.3333333333333
22,1579.3333333333333
23,1579.3333333333333
24,1579.3333333333333
25,1579.3333333333333
26,1574.6666666666667
27,1574.6666666666667
28,1574.6666666666667
29,1574.6666666666667
30,1574.6666666666667
31,1574.6666666666667
32,1574.6666666666667
33,1574.6666666666667
34,1574.6666666666667
35,1574.6666666666667
36,1574.6666666666667
37,1574.6666666666667
38,1574.6666666666667
39,1574.6666666666667
40,1574.6666666666667
41,1574.6666666666667
42,1574.6666666666667
43,1574.6666666666667
44,1574.6666666666667
45,1574.6666666666667
46,1574.6666666666667
47,1574.6666666666667
48,1574.6666666666667
49,1574.6666666666667
50,1574.6666666666667
51,1574.6666666666667
52,1574.6666666666667
53,1574.6666666666667
54,1574.6666666666667
55,1574.6666666666667
56,1574.6666666666667
57,1574.6666666666667
58,1574.6666666666667
59,1574.6666666666667
60,1574.6666666666667
61,1574.6666666666667
62,1574.6666666666667
63,1563.0
64,1563.0
65,1563.0
66,1563.0
67,1563.0
68,1563.0
69,1563.0
70,1563.0
71,1563.0
72,1563.0
73,1563.0
74,1563.0
75,1563.0
76,1563.0
77,1563.0
78,1563.0
79,1563.0
80,1563.0
81,1563.0
82,1563.0
83,1563.0
84,1563.0
85,1563.0
86,1563.0
87,1563.0
88,1563.0
89,1563.0
90,1563.0
91,1563.0
92,1563.0
93,1563.0
94,1563.0
95,1563.0
96,1563.0
97,1563.0
98,1563.0
99,1563.0
100,1563.0
101,1563.0
102,1563.0
103,1563.0
104,1563.0
105,1563.0
106,1563.0
107,1563.0
108,1563.0
109,1563.0
110,1563.0
111,1563.0
112,1563.0
113,1563.0
