Iteration,random-search_533_+3_ave3
1,1595.0
2,1582.0
3,1582.0
4,1581.6666666666667
5,1581.6666666666667
6,1579.6666666666667
7,1579.6666666666667
8,1579.6666666666667
9,1579.6666666666667
10,1576.6666666666667
11,1576.6666666666667
12,1576.6666666666667
13,1576.6666666666667
14,1576.6666666666667
15,1576.3333333333333
16,1569.6666666666667
17,1564.6666666666667
18,1564.6666666666667
19,1564.6666666666667
20,1564.6666666666667
21,1564.6666666666667
22,1564.6666666666667
23,1564.6666666666667
24,1564.6666666666667
25,1564.6666666666667
26,1564.6666666666667
27,1564.6666666666667
28,1564.6666666666667
29,1564.6666666666667
30,1564.6666666666667
31,1564.6666666666667
32,1564.6666666666667
33,1564.6666666666667
34,1553.3333333333333
35,1553.3333333333333
36,1553.3333333333333
37,1553.3333333333333
38,1553.3333333333333
39,1553.3333333333333
40,1553.3333333333333
41,1553.3333333333333
42,1553.3333333333333
43,1553.3333333333333
44,1553.3333333333333
45,1553.3333333333333
46,1553.3333333333333
47,1553.3333333333333
48,1553.3333333333333
49,1553.3333333333333
50,1553.3333333333333
51,1553.3333333333333
52,1553.3333333333333
53,1553.3333333333333
54,1553.3333333333333
55,1553.3333333333333
56,1553.3333333333333
57,1553.3333333333333
58,1553.3333333333333
59,1553.3333333333333
60,1553.3333333333333
61,1553.3333333333333
62,1553.3333333333333
63,1553.3333333333333
64,1553.3333333333333
65,1553.3333333333333
66,1553.3333333333333
67,1553.3333333333333
68,1553.3333333333333
69,1553.3333333333333
70,1553.3333333333333
71,1553.3333333333333
72,1553.3333333333333
73,1553.3333333333333
74,1553.3333333333333
75,1553.3333333333333
76,1553.3333333333333
77,1553.3333333333333
78,1553.3333333333333
79,1553.3333333333333
80,1553.3333333333333
81,1553.3333333333333
82,1553.3333333333333
83,1553.3333333333333
84,1553.3333333333333
85,1553.3333333333333
86,1553.3333333333333
87,1553.3333333333333
88,1553.3333333333333
89,1553.3333333333333
90,1553.3333333333333
91,1553.3333333333333
92,1553.3333333333333
93,1553.3333333333333
94,1553.3333333333333
95,1553.3333333333333
96,1553.3333333333333
97,1553.3333333333333
98,1553.3333333333333
99,1553.3333333333333
100,1553.3333333333333
101,1553.3333333333333
102,1553.3333333333333
103,1553.3333333333333
104,1553.3333333333333
105,1553.3333333333333
106,1553.3333333333333
107,1553.3333333333333
108,1551.0
109,1551.0
110,1551.0
111,1551.0
112,1551.0
113,1551.0
114,1551.0
115,1551.0
116,1551.0
117,1551.0
118,1551.0
119,1551.0
120,1551.0
121,1551.0
122,1551.0
123,1551.0
124,1551.0
125,1551.0
126,1551.0
127,1551.0
128,1551.0
129,1551.0
130,1551.0
131,1551.0
132,1551.0
133,1551.0
134,1551.0
135,1551.0
136,1551.0
137,1551.0
138,1551.0
139,1551.0
140,1551.0
141,1551.0
142,1551.0
143,1551.0
144,1551.0
145,1551.0
146,1551.0
147,1551.0
148,1551.0
149,1551.0
150,1551.0
151,1551.0
152,1551.0
153,1551.0
154,1551.0
155,1551.0
156,1551.0
157,1551.0
158,1551.0
159,1551.0
160,1551.0
161,1551.0
162,1551.0
163,1551.0
164,1551.0
165,1551.0
166,1551.0
167,1551.0
168,1551.0
169,1551.0
170,1551.0
171,1551.0
172,1551.0
173,1551.0
174,1551.0
175,1551.0
176,1551.0
177,1551.0
178,1551.0
179,1551.0
180,1551.0
181,1551.0
182,1551.0
183,1551.0
184,1551.0
185,1551.0
186,1551.0
187,1551.0
188,1551.0
189,1551.0
190,1551.0
191,1551.0
192,1551.0
193,1550.3333333333333
194,1548.6666666666667
195,1548.6666666666667
196,1548.6666666666667
197,1548.6666666666667
198,1548.6666666666667
199,1548.6666666666667
200,1548.6666666666667
201,1548.6666666666667
202,1548.6666666666667
203,1548.6666666666667
204,1548.6666666666667
205,1548.6666666666667
206,1548.6666666666667
207,1548.6666666666667
208,1548.6666666666667
209,1548.6666666666667
210,1548.6666666666667
211,1533.3333333333333
212,1533.3333333333333
213,1533.3333333333333
214,1533.3333333333333
215,1533.3333333333333
216,1533.3333333333333
217,1533.3333333333333
218,1533.3333333333333
219,1533.3333333333333
220,1533.3333333333333
221,1533.3333333333333
222,1533.3333333333333
223,1533.3333333333333
224,1533.3333333333333
225,1533.3333333333333
226,1533.3333333333333
227,1533.3333333333333
228,1533.3333333333333
229,1533.3333333333333
230,1533.3333333333333
231,1533.3333333333333
232,1533.3333333333333
233,1533.3333333333333
234,1533.3333333333333
235,1533.3333333333333
236,1533.3333333333333
237,1533.3333333333333
238,1533.3333333333333
239,1533.3333333333333
240,1533.3333333333333
241,1533.3333333333333
242,1533.3333333333333
243,1533.3333333333333
244,1533.3333333333333
245,1533.3333333333333
246,1533.3333333333333
247,1533.3333333333333
248,1533.3333333333333
249,1533.3333333333333
250,1533.3333333333333
251,1533.3333333333333
252,1533.3333333333333
253,1533.3333333333333
254,1533.3333333333333
255,1533.3333333333333
256,1533.3333333333333
257,1533.3333333333333
258,1533.3333333333333
259,1533.3333333333333
260,1533.3333333333333
261,1533.3333333333333
262,1533.3333333333333
263,1533.3333333333333
264,1533.3333333333333
265,1533.3333333333333
266,1533.3333333333333
267,1533.3333333333333
268,1533.3333333333333
269,1527.3333333333333
270,1527.3333333333333
271,1527.3333333333333
272,1527.3333333333333
273,1527.3333333333333
274,1527.3333333333333
275,1527.3333333333333
276,1527.3333333333333
277,1527.3333333333333
278,1527.3333333333333
279,1527.3333333333333
280,1527.3333333333333
281,1527.3333333333333
282,1527.3333333333333
283,1527.3333333333333
284,1527.3333333333333
285,1527.3333333333333
286,1527.3333333333333
287,1527.3333333333333
288,1527.3333333333333
289,1527.3333333333333
290,1527.3333333333333
291,1527.3333333333333
292,1527.3333333333333
293,1527.3333333333333
294,1527.3333333333333
295,1527.3333333333333
296,1527.3333333333333
297,1527.3333333333333
298,1527.3333333333333
299,1527.3333333333333
300,1527.3333333333333
301,1527.3333333333333
302,1527.3333333333333
303,1527.3333333333333
304,1527.3333333333333
305,1527.3333333333333
306,1527.3333333333333
307,1527.3333333333333
308,1527.3333333333333
309,1527.3333333333333
310,1527.3333333333333
311,1527.3333333333333
312,1527.3333333333333
313,1527.3333333333333
314,1527.3333333333333
315,1527.3333333333333
316,1527.3333333333333
317,1527.3333333333333
318,1527.3333333333333
319,1527.3333333333333
320,1527.3333333333333
321,1527.3333333333333
322,1527.3333333333333
323,1527.3333333333333
324,1527.3333333333333
325,1527.3333333333333
326,1527.3333333333333
327,1527.3333333333333
328,1527.3333333333333
329,1527.3333333333333
330,1527.3333333333333
331,1527.3333333333333
332,1527.3333333333333
333,1527.3333333333333
334,1527.3333333333333
335,1527.3333333333333
336,1527.3333333333333
337,1527.3333333333333
338,1527.3333333333333
339,1527.3333333333333
340,1527.3333333333333
341,1527.3333333333333
342,1527.3333333333333
343,1527.3333333333333
344,1527.3333333333333
345,1527.3333333333333
346,1527.3333333333333
347,1527.3333333333333
348,1527.3333333333333
349,1527.3333333333333
350,1527.3333333333333
351,1527.3333333333333
352,1527.3333333333333
353,1527.3333333333333
354,1527.3333333333333
355,1527.3333333333333
356,1527.3333333333333
357,1527.3333333333333
358,1527.3333333333333
359,1527.3333333333333
360,1527.3333333333333
361,1527.3333333333333
362,1527.3333333333333
363,1527.3333333333333
364,1527.3333333333333
365,1527.3333333333333
366,1527.3333333333333
367,1527.3333333333333
368,1527.3333333333333
369,1527.3333333333333
370,1527.3333333333333
371,1527.3333333333333
372,1527.3333333333333
373,1527.3333333333333
374,1527.3333333333333
375,1527.3333333333333
376,1527.3333333333333
377,1527.3333333333333
378,1527.3333333333333
379,1527.3333333333333
380,1527.3333333333333
381,1527.3333333333333
382,1527.3333333333333
383,1527.3333333333333
384,1527.3333333333333
385,1527.3333333333333
386,1527.3333333333333
387,1527.3333333333333
388,1527.3333333333333
389,1527.3333333333333
390,1527.3333333333333
391,1527.3333333333333
392,1527.3333333333333
393,1527.3333333333333
394,1527.3333333333333
395,1527.3333333333333
396,1527.3333333333333
397,1527.3333333333333
398,1527.3333333333333
399,1527.3333333333333
400,1527.3333333333333
401,1527.3333333333333
402,1527.3333333333333
403,1527.3333333333333
404,1527.3333333333333
405,1527.3333333333333
406,1527.3333333333333
407,1527.3333333333333
408,1527.3333333333333
409,1527.3333333333333
410,1527.3333333333333
411,1527.3333333333333
412,1527.3333333333333
413,1527.3333333333333
414,1527.3333333333333
415,1527.3333333333333
416,1527.3333333333333
417,1527.3333333333333
418,1527.3333333333333
419,1527.3333333333333
420,1527.3333333333333
421,1527.3333333333333
422,1527.3333333333333
423,1527.3333333333333
424,1527.3333333333333
425,1527.3333333333333
426,1527.3333333333333
427,1527.3333333333333
428,1527.3333333333333
429,1527.3333333333333
430,1527.3333333333333
431,1527.3333333333333
432,1527.3333333333333
433,1527.3333333333333
434,1527.3333333333333
435,1527.3333333333333
436,1527.3333333333333
437,1527.3333333333333
438,1513.6666666666667
439,1513.6666666666667
440,1513.6666666666667
441,1513.6666666666667
442,1513.6666666666667
443,1513.6666666666667
444,1513.6666666666667
445,1513.6666666666667
446,1513.6666666666667
447,1513.6666666666667
448,1513.6666666666667
449,1513.6666666666667
450,1513.6666666666667
451,1513.6666666666667
452,1513.6666666666667
453,1513.6666666666667
454,1513.6666666666667
455,1513.6666666666667
456,1513.6666666666667
457,1513.6666666666667
458,1513.6666666666667
459,1513.6666666666667
460,1513.6666666666667
461,1513.6666666666667
462,1513.6666666666667
463,1513.6666666666667
464,1513.6666666666667
465,1513.6666666666667
466,1513.6666666666667
467,1513.6666666666667
468,1513.6666666666667
469,1513.6666666666667
470,1513.6666666666667
471,1513.6666666666667
472,1513.6666666666667
473,1513.6666666666667
474,1513.6666666666667
475,1513.6666666666667
476,1513.6666666666667
477,1513.6666666666667
478,1513.6666666666667
479,1513.6666666666667
480,1513.6666666666667
481,1513.6666666666667
482,1513.6666666666667
483,1513.6666666666667
484,1513.6666666666667
485,1513.6666666666667
486,1513.6666666666667
487,1513.6666666666667
488,1513.6666666666667
489,1513.6666666666667
490,1513.6666666666667
491,1513.6666666666667
492,1513.6666666666667
493,1513.6666666666667
494,1513.6666666666667
495,1513.6666666666667
496,1513.6666666666667
497,1513.6666666666667
498,1513.6666666666667
499,1513.6666666666667
500,1513.6666666666667
501,1513.6666666666667
502,1513.6666666666667
503,1513.6666666666667
504,1513.6666666666667
505,1513.6666666666667
506,1513.6666666666667
507,1513.6666666666667
508,1513.6666666666667
509,1513.6666666666667
510,1513.6666666666667
511,1513.6666666666667
512,1513.6666666666667
513,1513.6666666666667
514,1513.6666666666667
515,1513.6666666666667
516,1513.6666666666667
517,1513.6666666666667
518,1513.6666666666667
519,1513.6666666666667
520,1513.6666666666667
521,1513.6666666666667
522,1513.6666666666667
523,1513.6666666666667
524,1513.6666666666667
525,1513.6666666666667
526,1513.6666666666667
527,1513.6666666666667
528,1513.6666666666667
529,1513.6666666666667
530,1513.6666666666667
531,1513.6666666666667
532,1513.6666666666667
533,1513.6666666666667
534,1513.6666666666667
535,1513.6666666666667
536,1513.6666666666667
537,1513.6666666666667
538,1513.6666666666667
539,1513.6666666666667
540,1513.6666666666667
541,1513.6666666666667
542,1513.6666666666667
543,1513.6666666666667
544,1513.6666666666667
545,1513.6666666666667
546,1513.6666666666667
547,1513.6666666666667
548,1513.6666666666667
549,1513.6666666666667
550,1513.6666666666667
551,1513.6666666666667
552,1513.6666666666667
553,1513.6666666666667
554,1513.6666666666667
555,1513.6666666666667
556,1513.6666666666667
557,1513.6666666666667
558,1513.6666666666667
559,1513.6666666666667
560,1513.6666666666667
561,1513.6666666666667
562,1513.6666666666667
563,1513.6666666666667
564,1513.6666666666667
565,1513.6666666666667
566,1513.6666666666667
567,1513.6666666666667
568,1513.6666666666667
569,1513.6666666666667
570,1513.6666666666667
571,1513.6666666666667
572,1513.6666666666667
573,1513.6666666666667
574,1513.6666666666667
575,1513.6666666666667
576,1513.6666666666667
577,1513.6666666666667
578,1513.6666666666667
579,1513.6666666666667
580,1513.6666666666667
581,1513.6666666666667
582,1513.6666666666667
583,1513.6666666666667
584,1513.6666666666667
585,1513.6666666666667
586,1513.6666666666667
587,1513.6666666666667
588,1513.6666666666667
589,1513.6666666666667
590,1513.6666666666667
591,1513.6666666666667
592,1513.6666666666667
593,1513.6666666666667
594,1513.6666666666667
595,1513.6666666666667
596,1513.6666666666667
597,1513.6666666666667
598,1513.6666666666667
599,1513.6666666666667
600,1513.6666666666667
601,1513.6666666666667
602,1513.6666666666667
603,1513.6666666666667
604,1513.6666666666667
