Iteration,random-search_544_+5_ave3
1,1596.3333333333333
2,1595.0
3,1591.3333333333333
4,1587.0
5,1583.3333333333333
6,1583.3333333333333
7,1583.3333333333333
8,1583.3333333333333
9,1583.3333333333333
10,1583.3333333333333
11,1579.0
12,1579.0
13,1579.0
14,1579.0
15,1579.0
16,1579.0
17,1579.0
18,1574.3333333333333
19,1574.3333333333333
20,1574.3333333333333
21,1574.3333333333333
22,1574.3333333333333
23,1574.3333333333333
24,1574.3333333333333
25,1574.3333333333333
26,1573.3333333333333
27,1573.3333333333333
28,1573.3333333333333
29,1570.6666666666667
30,1570.6666666666667
31,1570.6666666666667
32,1570.6666666666667
33,1570.6666666666667
34,1570.6666666666667
35,1570.6666666666667
36,1570.6666666666667
37,1570.6666666666667
38,1570.6666666666667
39,1560.6666666666667
40,1560.6666666666667
41,1560.6666666666667
42,1560.6666666666667
43,1560.6666666666667
44,1560.6666666666667
45,1560.6666666666667
46,1560.6666666666667
47,1560.6666666666667
48,1560.6666666666667
49,1560.6666666666667
50,1560.6666666666667
51,1560.6666666666667
52,1560.6666666666667
53,1560.6666666666667
54,1560.6666666666667
55,1560.6666666666667
56,1560.6666666666667
57,1560.6666666666667
58,1537.0
59,1537.0
60,1537.0
61,1537.0
62,1537.0
63,1537.0
64,1537.0
65,1537.0
66,1537.0
67,1537.0
68,1537.0
69,1537.0
70,1537.0
71,1537.0
72,1537.0
73,1537.0
74,1537.0
75,1537.0
76,1537.0
77,1537.0
78,1537.0
79,1537.0
80,1537.0
81,1537.0
82,1537.0
83,1537.0
84,1537.0
85,1537.0
86,1537.0
87,1537.0
88,1537.0
89,1537.0
90,1537.0
91,1537.0
92,1537.0
93,1537.0
94,1537.0
95,1537.0
96,1537.0
97,1537.0
98,1537.0
99,1537.0
100,1537.0
101,1537.0
102,1537.0
103,1537.0
104,1537.0
105,1537.0
106,1537.0
107,1537.0
108,1537.0
109,1537.0
110,1537.0
111,1537.0
112,1537.0
113,1537.0
114,1537.0
115,1537.0
116,1537.0
117,1537.0
118,1537.0
119,1537.0
120,1537.0
121,1537.0
122,1537.0
123,1537.0
124,1537.0
125,1537.0
126,1537.0
127,1537.0
128,1537.0
129,1537.0
130,1537.0
131,1537.0
132,1537.0
133,1537.0
134,1537.0
135,1537.0
136,1537.0
137,1537.0
138,1537.0
139,1537.0
140,1537.0
141,1537.0
142,1537.0
143,1537.0
144,1537.0
145,1537.0
146,1537.0
147,1537.0
148,1537.0
149,1537.0
150,1537.0
151,1537.0
152,1537.0
153,1537.0
154,1537.0
155,1537.0
156,1537.0
157,1537.0
158,1537.0
159,1537.0
160,1537.0
161,1537.0
162,1537.0
163,1537.0
164,1537.0
165,1537.0
166,1537.0
167,1535.6666666666667
168,1535.6666666666667
169,1535.6666666666667
170,1535.6666666666667
171,1535.6666666666667
172,1535.6666666666667
173,1535.6666666666667
174,1535.6666666666667
175,1535.6666666666667
176,1535.6666666666667
177,1535.6666666666667
178,1535.6666666666667
179,1535.6666666666667
180,1535.6666666666667
181,1535.6666666666667
182,1535.6666666666667
183,1535.6666666666667
184,1535.6666666666667
185,1535.6666666666667
186,1535.6666666666667
187,1535.6666666666667
188,1535.6666666666667
189,1535.6666666666667
190,1535.6666666666667
191,1535.6666666666667
192,1535.6666666666667
193,1535.6666666666667
194,1535.6666666666667
195,1535.6666666666667
196,1535.6666666666667
197,1535.6666666666667
